loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 1.5512 corr: 79 (128/2257759) completed in 0m 2.647s
loss: 1.2653 corr: 84 (256/2257759) completed in 0m 0.876s
loss: 1.1426 corr: 84 (384/2257759) completed in 0m 0.852s
loss: 1.4276 corr: 83 (512/2257759) completed in 0m 0.831s
loss: 0.8984 corr: 91 (640/2257759) completed in 0m 0.832s
loss: 1.2244 corr: 85 (768/2257759) completed in 0m 0.804s
loss: 1.0154 corr: 90 (896/2257759) completed in 0m 0.807s
loss: 1.0347 corr: 87 (1024/2257759) completed in 0m 0.817s
loss: 0.8602 corr: 99 (1152/2257759) completed in 0m 0.837s
loss: 1.0519 corr: 88 (1280/2257759) completed in 0m 0.874s
loss: 0.9914 corr: 92 (1408/2257759) completed in 0m 0.858s
loss: 1.1337 corr: 89 (1536/2257759) completed in 0m 0.857s
loss: 0.9577 corr: 93 (1664/2257759) completed in 0m 0.874s
loss: 0.9671 corr: 93 (1792/2257759) completed in 0m 0.836s
loss: 0.9637 corr: 93 (1920/2257759) completed in 0m 0.858s
loss: 0.9394 corr: 99 (2048/2257759) completed in 0m 0.830s
loss: 0.9517 corr: 89 (2176/2257759) completed in 0m 0.837s
loss: 0.9610 corr: 91 (2304/2257759) completed in 0m 0.812s
loss: 0.7597 corr: 95 (2432/2257759) completed in 0m 0.891s
loss: 0.9435 corr: 94 (2560/2257759) completed in 0m 0.819s
loss: 0.9705 corr: 90 (2688/2257759) completed in 0m 0.857s
loss: 0.8775 corr: 96 (2816/2257759) completed in 0m 0.849s
loss: 0.7790 corr: 90 (2944/2257759) completed in 0m 0.834s
loss: 0.9976 corr: 92 (3072/2257759) completed in 0m 0.813s
loss: 0.8095 corr: 97 (3200/2257759) completed in 0m 0.852s
loss: 0.8590 corr: 98 (3328/2257759) completed in 0m 0.776s
loss: 0.8295 corr: 100 (3456/2257759) completed in 0m 0.782s
loss: 1.0878 corr: 86 (3584/2257759) completed in 0m 0.877s
loss: 0.7518 corr: 99 (3712/2257759) completed in 0m 0.835s
loss: 1.0570 corr: 86 (3840/2257759) completed in 0m 0.820s
loss: 0.9169 corr: 93 (3968/2257759) completed in 0m 0.839s
loss: 0.9281 corr: 93 (4096/2257759) completed in 0m 0.855s
loss: 0.6983 corr: 101 (4224/2257759) completed in 0m 0.849s
loss: 0.8675 corr: 90 (4352/2257759) completed in 0m 0.810s
loss: 0.8234 corr: 95 (4480/2257759) completed in 0m 0.811s
loss: 0.8109 corr: 93 (4608/2257759) completed in 0m 0.830s
loss: 0.7624 corr: 100 (4736/2257759) completed in 0m 0.996s
loss: 0.7992 corr: 98 (4864/2257759) completed in 0m 0.827s
loss: 1.0176 corr: 92 (4992/2257759) completed in 0m 0.809s
loss: 0.8253 corr: 94 (5120/2257759) completed in 0m 0.793s
loss: 0.7288 corr: 103 (5248/2257759) completed in 0m 0.830s
loss: 0.9235 corr: 94 (5376/2257759) completed in 0m 0.815s
loss: 1.1045 corr: 82 (5504/2257759) completed in 0m 0.820s
loss: 0.7986 corr: 101 (5632/2257759) completed in 0m 0.829s
loss: 0.7856 corr: 96 (5760/2257759) completed in 0m 0.797s
loss: 0.9147 corr: 93 (5888/2257759) completed in 0m 0.820s
loss: 0.8170 corr: 104 (6016/2257759) completed in 0m 0.835s
loss: 0.6489 corr: 108 (6144/2257759) completed in 0m 0.860s
loss: 0.8233 corr: 95 (6272/2257759) completed in 0m 0.833s
loss: 0.7264 corr: 103 (6400/2257759) completed in 0m 0.863s
loss: 0.9142 corr: 96 (6528/2257759) completed in 0m 0.801s
loss: 1.0084 corr: 94 (6656/2257759) completed in 0m 0.806s
loss: 0.9415 corr: 94 (6784/2257759) completed in 0m 0.866s
loss: 0.8832 corr: 96 (6912/2257759) completed in 0m 0.844s
loss: 0.9651 corr: 88 (7040/2257759) completed in 0m 0.792s
loss: 0.9426 corr: 97 (7168/2257759) completed in 0m 0.775s
loss: 0.8434 corr: 102 (7296/2257759) completed in 0m 0.829s
loss: 0.7265 corr: 100 (7424/2257759) completed in 0m 0.854s
loss: 0.7606 corr: 103 (7552/2257759) completed in 0m 0.792s
loss: 1.1828 corr: 94 (7680/2257759) completed in 0m 0.784s
loss: 1.0440 corr: 93 (7808/2257759) completed in 0m 0.813s
loss: 0.7978 corr: 99 (7936/2257759) completed in 0m 0.940s
loss: 0.9157 corr: 96 (8064/2257759) completed in 0m 0.868s
loss: 0.6572 corr: 101 (8192/2257759) completed in 0m 0.825s
loss: 0.7743 corr: 103 (8320/2257759) completed in 0m 0.856s
loss: 0.8353 corr: 98 (8448/2257759) completed in 0m 0.836s
loss: 0.9259 corr: 97 (8576/2257759) completed in 0m 0.820s
loss: 1.0650 corr: 90 (8704/2257759) completed in 0m 0.835s
loss: 0.7723 corr: 97 (8832/2257759) completed in 0m 0.850s
loss: 0.7947 corr: 99 (8960/2257759) completed in 0m 0.873s
loss: 1.0013 corr: 96 (9088/2257759) completed in 0m 0.821s
loss: 0.8403 corr: 100 (9216/2257759) completed in 0m 0.822s
loss: 0.7908 corr: 100 (9344/2257759) completed in 0m 0.834s
loss: 0.7122 corr: 97 (9472/2257759) completed in 0m 0.828s
loss: 0.8782 corr: 100 (9600/2257759) completed in 0m 0.812s
loss: 0.7085 corr: 104 (9728/2257759) completed in 0m 0.817s
loss: 0.7789 corr: 98 (9856/2257759) completed in 0m 0.827s
loss: 0.6659 corr: 103 (9984/2257759) completed in 0m 0.832s
loss: 1.0468 corr: 89 (10112/2257759) completed in 0m 0.864s
loss: 0.7627 corr: 101 (10240/2257759) completed in 0m 0.819s
loss: 0.7514 corr: 98 (10368/2257759) completed in 0m 0.840s
loss: 0.6943 corr: 104 (10496/2257759) completed in 0m 0.837s
loss: 1.0323 corr: 91 (10624/2257759) completed in 0m 0.844s
loss: 0.5478 corr: 107 (10752/2257759) completed in 0m 0.827s
loss: 0.7146 corr: 99 (10880/2257759) completed in 0m 0.804s
loss: 0.6869 corr: 101 (11008/2257759) completed in 0m 0.831s
loss: 0.9209 corr: 97 (11136/2257759) completed in 0m 0.832s
loss: 0.7941 corr: 97 (11264/2257759) completed in 0m 1.060s
loss: 0.8746 corr: 97 (11392/2257759) completed in 0m 0.834s
loss: 0.7500 corr: 102 (11520/2257759) completed in 0m 0.857s
loss: 0.7312 corr: 97 (11648/2257759) completed in 0m 0.824s
loss: 0.8137 corr: 102 (11776/2257759) completed in 0m 0.820s
loss: 0.8508 corr: 96 (11904/2257759) completed in 0m 0.845s
loss: 0.9012 corr: 101 (12032/2257759) completed in 0m 0.831s
loss: 0.7216 corr: 103 (12160/2257759) completed in 0m 0.826s
loss: 0.7103 corr: 101 (12288/2257759) completed in 0m 0.869s
loss: 1.0973 corr: 93 (12416/2257759) completed in 0m 0.856s
loss: 0.5353 corr: 108 (12544/2257759) completed in 0m 0.837s
loss: 0.7937 corr: 93 (12672/2257759) completed in 0m 0.857s
loss: 0.5992 corr: 107 (12800/2257759) completed in 0m 0.769s
loss: 0.7803 corr: 103 (12928/2257759) completed in 0m 0.833s
loss: 0.9860 corr: 94 (13056/2257759) completed in 0m 0.832s
loss: 0.9010 corr: 91 (13184/2257759) completed in 0m 0.787s
loss: 0.8121 corr: 94 (13312/2257759) completed in 0m 0.827s
loss: 0.9050 corr: 99 (13440/2257759) completed in 0m 0.834s
loss: 0.9150 corr: 99 (13568/2257759) completed in 0m 0.819s
loss: 0.9544 corr: 93 (13696/2257759) completed in 0m 0.793s
loss: 0.8654 corr: 99 (13824/2257759) completed in 0m 0.806s
loss: 0.7558 corr: 101 (13952/2257759) completed in 0m 0.843s
loss: 0.6978 corr: 103 (14080/2257759) completed in 0m 0.836s
loss: 0.8846 corr: 92 (14208/2257759) completed in 0m 0.820s
loss: 0.6000 corr: 100 (14336/2257759) completed in 0m 0.837s
loss: 0.8998 corr: 98 (14464/2257759) completed in 0m 0.930s
loss: 0.9088 corr: 97 (14592/2257759) completed in 0m 0.841s
loss: 0.6252 corr: 111 (14720/2257759) completed in 0m 0.824s
loss: 0.8676 corr: 93 (14848/2257759) completed in 0m 0.831s
loss: 0.7300 corr: 97 (14976/2257759) completed in 0m 0.831s
loss: 0.6247 corr: 104 (15104/2257759) completed in 0m 0.817s
loss: 0.7337 corr: 100 (15232/2257759) completed in 0m 0.842s
loss: 0.5495 corr: 103 (15360/2257759) completed in 0m 0.819s
loss: 0.7971 corr: 95 (15488/2257759) completed in 0m 0.808s
loss: 0.7558 corr: 100 (15616/2257759) completed in 0m 0.841s
loss: 1.0145 corr: 98 (15744/2257759) completed in 0m 0.784s
loss: 0.8057 corr: 102 (15872/2257759) completed in 0m 0.789s
loss: 0.7580 corr: 99 (16000/2257759) completed in 0m 0.817s
loss: 0.8194 corr: 100 (16128/2257759) completed in 0m 0.835s
loss: 0.8287 corr: 100 (16256/2257759) completed in 0m 0.803s
loss: 0.7383 corr: 102 (16384/2257759) completed in 0m 0.823s
loss: 0.6749 corr: 103 (16512/2257759) completed in 0m 0.812s
loss: 0.8392 corr: 91 (16640/2257759) completed in 0m 0.848s
loss: 0.6476 corr: 100 (16768/2257759) completed in 0m 0.806s
loss: 0.7382 corr: 101 (16896/2257759) completed in 0m 0.827s
loss: 0.5995 corr: 103 (17024/2257759) completed in 0m 0.830s
loss: 0.7449 corr: 91 (17152/2257759) completed in 0m 0.809s
loss: 0.8272 corr: 98 (17280/2257759) completed in 0m 0.842s
loss: 0.6938 corr: 104 (17408/2257759) completed in 0m 0.841s
loss: 0.5288 corr: 102 (17536/2257759) completed in 0m 0.789s
loss: 0.7744 corr: 94 (17664/2257759) completed in 0m 0.873s
loss: 0.6700 corr: 100 (17792/2257759) completed in 0m 0.844s
loss: 0.7930 corr: 99 (17920/2257759) completed in 0m 0.855s
loss: 0.5275 corr: 105 (18048/2257759) completed in 0m 0.790s
loss: 0.7432 corr: 102 (18176/2257759) completed in 0m 0.817s
loss: 0.8026 corr: 94 (18304/2257759) completed in 0m 0.829s
loss: 0.6439 corr: 99 (18432/2257759) completed in 0m 0.817s
loss: 0.6974 corr: 102 (18560/2257759) completed in 0m 0.822s
loss: 0.7545 corr: 97 (18688/2257759) completed in 0m 0.832s
loss: 0.7701 corr: 99 (18816/2257759) completed in 0m 0.868s
loss: 0.8428 corr: 95 (18944/2257759) completed in 0m 0.856s
loss: 0.8630 corr: 98 (19072/2257759) completed in 0m 0.847s
loss: 0.7462 corr: 99 (19200/2257759) completed in 0m 0.835s
loss: 0.8883 corr: 95 (19328/2257759) completed in 0m 0.842s
loss: 0.6236 corr: 107 (19456/2257759) completed in 0m 0.813s
loss: 0.5343 corr: 108 (19584/2257759) completed in 0m 0.829s
loss: 0.5947 corr: 106 (19712/2257759) completed in 0m 0.846s
loss: 0.7088 corr: 104 (19840/2257759) completed in 0m 0.832s
loss: 0.8714 corr: 103 (19968/2257759) completed in 0m 0.856s
loss: 1.0241 corr: 100 (20096/2257759) completed in 0m 0.852s
loss: 0.7820 corr: 98 (20224/2257759) completed in 0m 0.840s
loss: 0.8028 corr: 98 (20352/2257759) completed in 0m 0.818s
loss: 0.6623 corr: 99 (20480/2257759) completed in 0m 0.824s
loss: 0.7776 corr: 100 (20608/2257759) completed in 0m 0.848s
loss: 0.8132 corr: 95 (20736/2257759) completed in 0m 0.848s
loss: 0.8425 corr: 98 (20864/2257759) completed in 0m 0.977s
loss: 0.5726 corr: 110 (20992/2257759) completed in 0m 0.774s
loss: 0.7068 corr: 102 (21120/2257759) completed in 0m 0.844s
loss: 0.8812 corr: 95 (21248/2257759) completed in 0m 0.795s
loss: 0.5918 corr: 99 (21376/2257759) completed in 0m 0.821s
loss: 0.8662 corr: 96 (21504/2257759) completed in 0m 0.820s
loss: 0.7342 corr: 95 (21632/2257759) completed in 0m 0.820s
