loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 1.0851 corr: 358 (512/2257759) completed in 0m 2.572s
loss: 1.0118 corr: 355 (1024/2257759) completed in 0m 1.797s
loss: 1.1568 corr: 348 (1536/2257759) completed in 0m 1.298s
loss: 1.0726 corr: 356 (2048/2257759) completed in 0m 1.373s
loss: 1.0404 corr: 365 (2560/2257759) completed in 0m 1.257s
loss: 0.9873 corr: 380 (3072/2257759) completed in 0m 1.350s
loss: 1.0190 corr: 365 (3584/2257759) completed in 0m 1.284s
loss: 1.0894 corr: 344 (4096/2257759) completed in 0m 1.454s
loss: 1.0783 corr: 354 (4608/2257759) completed in 0m 1.386s
loss: 1.0832 corr: 347 (5120/2257759) completed in 0m 1.330s
loss: 0.9405 corr: 360 (5632/2257759) completed in 0m 1.367s
loss: 0.9620 corr: 371 (6144/2257759) completed in 0m 1.347s
loss: 0.9651 corr: 372 (6656/2257759) completed in 0m 1.368s
loss: 0.9218 corr: 373 (7168/2257759) completed in 0m 1.323s
loss: 1.0061 corr: 356 (7680/2257759) completed in 0m 1.354s
loss: 0.9050 corr: 379 (8192/2257759) completed in 0m 1.359s
loss: 0.9709 corr: 367 (8704/2257759) completed in 0m 1.473s
loss: 1.0146 corr: 364 (9216/2257759) completed in 0m 1.277s
loss: 1.0451 corr: 374 (9728/2257759) completed in 0m 1.256s
loss: 0.9868 corr: 364 (10240/2257759) completed in 0m 1.344s
loss: 0.9590 corr: 369 (10752/2257759) completed in 0m 1.263s
loss: 0.8987 corr: 384 (11264/2257759) completed in 0m 1.565s
loss: 1.0090 corr: 365 (11776/2257759) completed in 0m 1.331s
loss: 0.8979 corr: 364 (12288/2257759) completed in 0m 1.356s
loss: 0.9499 corr: 379 (12800/2257759) completed in 0m 1.431s
loss: 1.0246 corr: 363 (13312/2257759) completed in 0m 1.208s
loss: 0.9710 corr: 357 (13824/2257759) completed in 0m 1.341s
loss: 0.9016 corr: 379 (14336/2257759) completed in 0m 1.586s
loss: 0.9496 corr: 365 (14848/2257759) completed in 0m 1.402s
loss: 0.9208 corr: 384 (15360/2257759) completed in 0m 1.358s
loss: 0.8841 corr: 384 (15872/2257759) completed in 0m 1.354s
loss: 0.9851 corr: 371 (16384/2257759) completed in 0m 1.359s
loss: 1.1311 corr: 354 (16896/2257759) completed in 0m 1.349s
loss: 1.0328 corr: 366 (17408/2257759) completed in 0m 1.292s
loss: 1.0478 corr: 371 (17920/2257759) completed in 0m 1.267s
loss: 0.8458 corr: 381 (18432/2257759) completed in 0m 1.366s
loss: 1.0378 corr: 350 (18944/2257759) completed in 0m 1.494s
loss: 1.1647 corr: 358 (19456/2257759) completed in 0m 1.354s
loss: 0.9291 corr: 357 (19968/2257759) completed in 0m 1.293s
loss: 1.0732 corr: 350 (20480/2257759) completed in 0m 1.332s
loss: 1.1372 corr: 360 (20992/2257759) completed in 0m 1.393s
loss: 1.1374 corr: 356 (21504/2257759) completed in 0m 1.367s
loss: 1.0569 corr: 363 (22016/2257759) completed in 0m 1.474s
loss: 0.9975 corr: 368 (22528/2257759) completed in 0m 1.394s
loss: 0.9773 corr: 381 (23040/2257759) completed in 0m 1.444s
loss: 1.1370 corr: 345 (23552/2257759) completed in 0m 1.314s
loss: 0.8861 corr: 376 (24064/2257759) completed in 0m 1.326s
loss: 1.0052 corr: 366 (24576/2257759) completed in 0m 1.397s
loss: 1.0031 corr: 363 (25088/2257759) completed in 0m 1.439s
loss: 0.9983 corr: 363 (25600/2257759) completed in 0m 1.359s
loss: 1.1046 corr: 366 (26112/2257759) completed in 0m 1.381s
loss: 1.0722 corr: 354 (26624/2257759) completed in 0m 1.303s
loss: 0.9624 corr: 363 (27136/2257759) completed in 0m 1.404s
loss: 0.8744 corr: 369 (27648/2257759) completed in 0m 1.290s
loss: 1.0206 corr: 362 (28160/2257759) completed in 0m 1.447s
loss: 1.0110 corr: 366 (28672/2257759) completed in 0m 1.336s
loss: 0.9391 corr: 378 (29184/2257759) completed in 0m 1.411s
loss: 1.0896 corr: 370 (29696/2257759) completed in 0m 1.311s
loss: 0.9972 corr: 368 (30208/2257759) completed in 0m 1.438s
loss: 0.9757 corr: 369 (30720/2257759) completed in 0m 1.341s
loss: 1.0402 corr: 372 (31232/2257759) completed in 0m 1.342s
loss: 1.0205 corr: 365 (31744/2257759) completed in 0m 1.337s
loss: 1.0315 corr: 356 (32256/2257759) completed in 0m 1.283s
loss: 1.0292 corr: 353 (32768/2257759) completed in 0m 1.505s
loss: 1.0735 corr: 357 (33280/2257759) completed in 0m 1.415s
loss: 1.0632 corr: 364 (33792/2257759) completed in 0m 1.254s
loss: 1.1024 corr: 353 (34304/2257759) completed in 0m 1.378s
loss: 0.9530 corr: 379 (34816/2257759) completed in 0m 1.363s
loss: 1.0731 corr: 363 (35328/2257759) completed in 0m 1.481s
loss: 1.0888 corr: 356 (35840/2257759) completed in 0m 1.371s
loss: 0.8888 corr: 385 (36352/2257759) completed in 0m 1.334s
loss: 1.0738 corr: 363 (36864/2257759) completed in 0m 1.361s
loss: 0.9909 corr: 365 (37376/2257759) completed in 0m 1.430s
loss: 1.0045 corr: 380 (37888/2257759) completed in 0m 1.504s
loss: 1.0668 corr: 364 (38400/2257759) completed in 0m 1.355s
loss: 1.0520 corr: 355 (38912/2257759) completed in 0m 1.315s
loss: 0.9788 corr: 370 (39424/2257759) completed in 0m 1.348s
loss: 0.8707 corr: 392 (39936/2257759) completed in 0m 1.348s
loss: 0.9079 corr: 380 (40448/2257759) completed in 0m 1.455s
loss: 1.0631 corr: 363 (40960/2257759) completed in 0m 1.404s
loss: 0.9334 corr: 380 (41472/2257759) completed in 0m 1.345s
loss: 1.0228 corr: 374 (41984/2257759) completed in 0m 1.301s
loss: 0.9795 corr: 377 (42496/2257759) completed in 0m 1.391s
loss: 1.0363 corr: 370 (43008/2257759) completed in 0m 1.260s
loss: 0.9957 corr: 379 (43520/2257759) completed in 0m 1.350s
loss: 1.1800 corr: 357 (44032/2257759) completed in 0m 1.492s
loss: 0.9115 corr: 382 (44544/2257759) completed in 0m 1.395s
loss: 0.9672 corr: 367 (45056/2257759) completed in 0m 1.356s
loss: 0.9590 corr: 385 (45568/2257759) completed in 0m 1.602s
loss: 0.9380 corr: 375 (46080/2257759) completed in 0m 1.385s
loss: 1.0553 corr: 365 (46592/2257759) completed in 0m 1.299s
loss: 1.0058 corr: 369 (47104/2257759) completed in 0m 1.371s
loss: 0.9536 corr: 387 (47616/2257759) completed in 0m 1.510s
loss: 1.0645 corr: 373 (48128/2257759) completed in 0m 1.476s
loss: 0.9605 corr: 375 (48640/2257759) completed in 0m 1.416s
loss: 0.9858 corr: 374 (49152/2257759) completed in 0m 1.347s
loss: 1.0714 corr: 371 (49664/2257759) completed in 0m 1.414s
loss: 0.9789 corr: 375 (50176/2257759) completed in 0m 1.334s
loss: 0.8975 corr: 381 (50688/2257759) completed in 0m 1.364s
loss: 0.9126 corr: 380 (51200/2257759) completed in 0m 1.457s
loss: 1.0516 corr: 368 (51712/2257759) completed in 0m 1.330s
loss: 0.9707 corr: 370 (52224/2257759) completed in 0m 1.390s
loss: 0.9475 corr: 375 (52736/2257759) completed in 0m 1.380s
loss: 0.9683 corr: 375 (53248/2257759) completed in 0m 1.327s
loss: 0.9200 corr: 371 (53760/2257759) completed in 0m 1.395s
loss: 0.9470 corr: 381 (54272/2257759) completed in 0m 1.366s
loss: 1.0715 corr: 356 (54784/2257759) completed in 0m 1.848s
loss: 1.0210 corr: 361 (55296/2257759) completed in 0m 1.309s
loss: 0.9315 corr: 380 (55808/2257759) completed in 0m 1.362s
loss: 1.1388 corr: 358 (56320/2257759) completed in 0m 1.548s
loss: 0.9490 corr: 381 (56832/2257759) completed in 0m 1.340s
loss: 0.9013 corr: 393 (57344/2257759) completed in 0m 1.333s
loss: 1.0141 corr: 368 (57856/2257759) completed in 0m 1.352s
loss: 0.9937 corr: 372 (58368/2257759) completed in 0m 1.396s
loss: 1.1545 corr: 358 (58880/2257759) completed in 0m 1.427s
loss: 0.8863 corr: 379 (59392/2257759) completed in 0m 1.395s
loss: 0.9807 corr: 376 (59904/2257759) completed in 0m 1.353s
loss: 1.1399 corr: 359 (60416/2257759) completed in 0m 1.409s
loss: 0.8876 corr: 395 (60928/2257759) completed in 0m 1.362s
loss: 0.9280 corr: 386 (61440/2257759) completed in 0m 1.361s
loss: 0.9263 corr: 373 (61952/2257759) completed in 0m 1.394s
loss: 1.0454 corr: 371 (62464/2257759) completed in 0m 1.313s
loss: 0.9922 corr: 362 (62976/2257759) completed in 0m 1.406s
loss: 1.0569 corr: 367 (63488/2257759) completed in 0m 1.375s
loss: 1.0389 corr: 376 (64000/2257759) completed in 0m 1.288s
loss: 1.0639 corr: 358 (64512/2257759) completed in 0m 1.214s
loss: 0.9655 corr: 392 (65024/2257759) completed in 0m 1.763s
loss: 1.0342 corr: 375 (65536/2257759) completed in 0m 1.508s
loss: 0.9679 corr: 383 (66048/2257759) completed in 0m 1.403s
loss: 1.0351 corr: 369 (66560/2257759) completed in 0m 1.298s
loss: 0.9773 corr: 373 (67072/2257759) completed in 0m 1.561s
loss: 1.1422 corr: 361 (67584/2257759) completed in 0m 1.370s
loss: 1.0601 corr: 366 (68096/2257759) completed in 0m 1.400s
loss: 1.0174 corr: 369 (68608/2257759) completed in 0m 1.373s
loss: 0.9661 corr: 377 (69120/2257759) completed in 0m 1.388s
loss: 1.0642 corr: 367 (69632/2257759) completed in 0m 1.565s
loss: 1.0759 corr: 369 (70144/2257759) completed in 0m 1.251s
loss: 0.9963 corr: 373 (70656/2257759) completed in 0m 1.394s
loss: 1.1045 corr: 357 (71168/2257759) completed in 0m 1.226s
loss: 0.9860 corr: 382 (71680/2257759) completed in 0m 1.389s
loss: 1.0220 corr: 376 (72192/2257759) completed in 0m 1.430s
loss: 1.1143 corr: 362 (72704/2257759) completed in 0m 1.389s
loss: 1.1112 corr: 374 (73216/2257759) completed in 0m 1.291s
loss: 1.0251 corr: 366 (73728/2257759) completed in 0m 1.212s
loss: 0.9152 corr: 389 (74240/2257759) completed in 0m 1.424s
loss: 1.0279 corr: 375 (74752/2257759) completed in 0m 1.593s
loss: 1.0227 corr: 369 (75264/2257759) completed in 0m 1.726s
loss: 0.9365 corr: 380 (75776/2257759) completed in 0m 1.382s
loss: 1.0444 corr: 372 (76288/2257759) completed in 0m 1.366s
loss: 1.1199 corr: 362 (76800/2257759) completed in 0m 1.340s
loss: 1.0516 corr: 362 (77312/2257759) completed in 0m 1.374s
loss: 1.0715 corr: 366 (77824/2257759) completed in 0m 1.390s
loss: 0.9864 corr: 379 (78336/2257759) completed in 0m 1.416s
loss: 1.0336 corr: 362 (78848/2257759) completed in 0m 1.358s
loss: 1.0574 corr: 367 (79360/2257759) completed in 0m 1.352s
loss: 1.0064 corr: 369 (79872/2257759) completed in 0m 1.345s
loss: 1.1070 corr: 364 (80384/2257759) completed in 0m 1.405s
loss: 1.1118 corr: 370 (80896/2257759) completed in 0m 1.413s
loss: 0.9116 corr: 389 (81408/2257759) completed in 0m 1.355s
loss: 1.0437 corr: 369 (81920/2257759) completed in 0m 1.432s
loss: 0.9234 corr: 380 (82432/2257759) completed in 0m 1.354s
loss: 0.9060 corr: 392 (82944/2257759) completed in 0m 1.398s
loss: 0.9745 corr: 382 (83456/2257759) completed in 0m 1.398s
loss: 0.9304 corr: 377 (83968/2257759) completed in 0m 1.414s
loss: 1.1121 corr: 362 (84480/2257759) completed in 0m 1.425s
loss: 1.0189 corr: 375 (84992/2257759) completed in 0m 1.338s
loss: 1.0911 corr: 358 (85504/2257759) completed in 0m 1.537s
loss: 1.0525 corr: 369 (86016/2257759) completed in 0m 1.689s
loss: 0.9043 corr: 383 (86528/2257759) completed in 0m 1.377s
