loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
loss: 3.8238 corr: 42 (21760/2257759) completed in 0m 0.683s
loss: 3.7846 corr: 43 (21888/2257759) completed in 0m 0.701s
loss: 3.6239 corr: 48 (22016/2257759) completed in 0m 0.736s
loss: 3.9528 corr: 33 (22144/2257759) completed in 0m 0.667s
loss: 4.0297 corr: 41 (22272/2257759) completed in 0m 0.671s
loss: 4.2812 corr: 36 (22400/2257759) completed in 0m 0.685s
loss: 4.0714 corr: 43 (22528/2257759) completed in 0m 0.679s
loss: 3.8123 corr: 41 (22656/2257759) completed in 0m 0.696s
loss: 4.2805 corr: 38 (22784/2257759) completed in 0m 0.731s
loss: 3.5712 corr: 43 (22912/2257759) completed in 0m 0.687s
loss: 3.9244 corr: 42 (23040/2257759) completed in 0m 0.668s
loss: 4.0065 corr: 39 (23168/2257759) completed in 0m 0.676s
loss: 3.5000 corr: 53 (23296/2257759) completed in 0m 0.696s
loss: 3.3726 corr: 52 (23424/2257759) completed in 0m 0.672s
loss: 4.2550 corr: 40 (23552/2257759) completed in 0m 0.679s
loss: 3.5568 corr: 48 (23680/2257759) completed in 0m 0.671s
loss: 4.0109 corr: 35 (23808/2257759) completed in 0m 0.688s
loss: 4.0025 corr: 41 (23936/2257759) completed in 0m 0.679s
loss: 3.7966 corr: 42 (24064/2257759) completed in 0m 0.668s
loss: 3.7452 corr: 45 (24192/2257759) completed in 0m 0.680s
loss: 3.5553 corr: 42 (24320/2257759) completed in 0m 0.702s
loss: 4.1639 corr: 33 (24448/2257759) completed in 0m 0.678s
loss: 4.1074 corr: 41 (24576/2257759) completed in 0m 0.677s
loss: 3.5605 corr: 50 (24704/2257759) completed in 0m 0.679s
loss: 4.3759 corr: 36 (24832/2257759) completed in 0m 0.736s
loss: 4.3895 corr: 38 (24960/2257759) completed in 0m 0.700s
loss: 3.4487 corr: 50 (25088/2257759) completed in 0m 0.793s
loss: 3.9239 corr: 46 (25216/2257759) completed in 0m 0.675s
loss: 3.9452 corr: 39 (25344/2257759) completed in 0m 0.687s
loss: 3.9600 corr: 37 (25472/2257759) completed in 0m 0.687s
loss: 3.8932 corr: 40 (25600/2257759) completed in 0m 0.710s
loss: 4.0164 corr: 39 (25728/2257759) completed in 0m 0.710s
loss: 4.5402 corr: 33 (25856/2257759) completed in 0m 0.724s
loss: 3.9461 corr: 40 (25984/2257759) completed in 0m 0.693s
loss: 4.0796 corr: 38 (26112/2257759) completed in 0m 0.667s
loss: 4.2444 corr: 40 (26240/2257759) completed in 0m 0.678s
loss: 3.2382 corr: 57 (26368/2257759) completed in 0m 0.673s
loss: 3.9117 corr: 47 (26496/2257759) completed in 0m 0.689s
loss: 3.8351 corr: 33 (26624/2257759) completed in 0m 0.691s
loss: 4.2941 corr: 40 (26752/2257759) completed in 0m 0.668s
loss: 4.0733 corr: 47 (26880/2257759) completed in 0m 0.664s
loss: 4.1453 corr: 45 (27008/2257759) completed in 0m 0.676s
loss: 3.7977 corr: 50 (27136/2257759) completed in 0m 0.709s
loss: 3.8947 corr: 42 (27264/2257759) completed in 0m 0.702s
loss: 4.0253 corr: 44 (27392/2257759) completed in 0m 0.838s
loss: 3.7361 corr: 42 (27520/2257759) completed in 0m 0.707s
loss: 3.9077 corr: 39 (27648/2257759) completed in 0m 0.675s
loss: 3.8735 corr: 50 (27776/2257759) completed in 0m 0.673s
loss: 3.8998 corr: 38 (27904/2257759) completed in 0m 0.700s
loss: 3.7505 corr: 48 (28032/2257759) completed in 0m 0.678s
loss: 4.2198 corr: 43 (28160/2257759) completed in 0m 0.675s
loss: 3.6256 corr: 43 (28288/2257759) completed in 0m 0.669s
loss: 3.8937 corr: 41 (28416/2257759) completed in 0m 0.680s
loss: 3.9993 corr: 49 (28544/2257759) completed in 0m 0.679s
loss: 3.5448 corr: 51 (28672/2257759) completed in 0m 0.671s
loss: 4.6351 corr: 48 (28800/2257759) completed in 0m 0.674s
loss: 3.3644 corr: 52 (28928/2257759) completed in 0m 0.668s
loss: 4.4853 corr: 40 (29056/2257759) completed in 0m 0.679s
loss: 3.8048 corr: 49 (29184/2257759) completed in 0m 0.689s
loss: 4.2227 corr: 34 (29312/2257759) completed in 0m 0.670s
loss: 3.5116 corr: 49 (29440/2257759) completed in 0m 0.677s
loss: 3.8473 corr: 37 (29568/2257759) completed in 0m 0.674s
loss: 4.2109 corr: 43 (29696/2257759) completed in 0m 0.669s
loss: 3.9353 corr: 45 (29824/2257759) completed in 0m 0.687s
loss: 4.2122 corr: 40 (29952/2257759) completed in 0m 0.674s
loss: 3.3890 corr: 54 (30080/2257759) completed in 0m 0.688s
loss: 3.6307 corr: 53 (30208/2257759) completed in 0m 0.674s
loss: 3.5806 corr: 48 (30336/2257759) completed in 0m 0.673s
loss: 3.9752 corr: 45 (30464/2257759) completed in 0m 0.674s
loss: 4.3311 corr: 41 (30592/2257759) completed in 0m 0.670s
loss: 3.3517 corr: 54 (30720/2257759) completed in 0m 0.713s
loss: 4.0818 corr: 47 (30848/2257759) completed in 0m 0.689s
loss: 3.8635 corr: 41 (30976/2257759) completed in 0m 0.714s
loss: 4.0448 corr: 42 (31104/2257759) completed in 0m 0.679s
loss: 3.7675 corr: 43 (31232/2257759) completed in 0m 0.682s
loss: 3.7692 corr: 40 (31360/2257759) completed in 0m 0.677s
loss: 4.4659 corr: 38 (31488/2257759) completed in 0m 0.674s
loss: 3.7831 corr: 33 (31616/2257759) completed in 0m 0.665s
loss: 4.2966 corr: 39 (31744/2257759) completed in 0m 0.715s
loss: 3.7306 corr: 47 (31872/2257759) completed in 0m 0.674s
loss: 3.9765 corr: 48 (32000/2257759) completed in 0m 0.664s
loss: 4.2003 corr: 33 (32128/2257759) completed in 0m 0.672s
loss: 3.6892 corr: 43 (32256/2257759) completed in 0m 0.690s
loss: 4.4185 corr: 38 (32384/2257759) completed in 0m 0.687s
loss: 3.9901 corr: 46 (32512/2257759) completed in 0m 0.720s
loss: 4.5176 corr: 37 (32640/2257759) completed in 0m 0.730s
loss: 4.3881 corr: 35 (32768/2257759) completed in 0m 0.713s
loss: 3.6610 corr: 47 (32896/2257759) completed in 0m 0.728s
loss: 4.4219 corr: 37 (33024/2257759) completed in 0m 0.814s
loss: 3.7848 corr: 41 (33152/2257759) completed in 0m 0.677s
loss: 3.2923 corr: 57 (33280/2257759) completed in 0m 0.759s
loss: 4.1699 corr: 37 (33408/2257759) completed in 0m 0.707s
loss: 3.6687 corr: 41 (33536/2257759) completed in 0m 0.724s
loss: 4.4150 corr: 32 (33664/2257759) completed in 0m 0.695s
loss: 4.0279 corr: 38 (33792/2257759) completed in 0m 0.706s
loss: 3.6386 corr: 50 (33920/2257759) completed in 0m 0.719s
loss: 4.2822 corr: 46 (34048/2257759) completed in 0m 0.687s
loss: 4.4372 corr: 43 (34176/2257759) completed in 0m 0.723s
loss: 3.7084 corr: 43 (34304/2257759) completed in 0m 0.687s
loss: 3.9050 corr: 44 (34432/2257759) completed in 0m 0.680s
loss: 3.8428 corr: 37 (34560/2257759) completed in 0m 0.675s
loss: 3.3533 corr: 63 (34688/2257759) completed in 0m 0.703s
loss: 3.3787 corr: 46 (34816/2257759) completed in 0m 0.717s
loss: 3.6779 corr: 46 (34944/2257759) completed in 0m 0.725s
loss: 4.2572 corr: 42 (35072/2257759) completed in 0m 0.720s
loss: 3.8467 corr: 46 (35200/2257759) completed in 0m 0.702s
loss: 4.0334 corr: 35 (35328/2257759) completed in 0m 0.727s
loss: 3.6449 corr: 44 (35456/2257759) completed in 0m 0.804s
loss: 3.5540 corr: 43 (35584/2257759) completed in 0m 0.728s
loss: 3.8147 corr: 38 (35712/2257759) completed in 0m 0.677s
loss: 3.8828 corr: 47 (35840/2257759) completed in 0m 0.773s
loss: 3.7512 corr: 42 (35968/2257759) completed in 0m 0.816s
loss: 4.1480 corr: 49 (36096/2257759) completed in 0m 0.755s
loss: 4.1166 corr: 40 (36224/2257759) completed in 0m 0.728s
loss: 4.3508 corr: 47 (36352/2257759) completed in 0m 0.679s
loss: 4.1512 corr: 34 (36480/2257759) completed in 0m 0.681s
loss: 3.9766 corr: 39 (36608/2257759) completed in 0m 0.708s
loss: 3.8826 corr: 30 (36736/2257759) completed in 0m 0.755s
loss: 3.8444 corr: 38 (36864/2257759) completed in 0m 0.725s
loss: 3.7784 corr: 48 (36992/2257759) completed in 0m 0.679s
loss: 4.0184 corr: 40 (37120/2257759) completed in 0m 0.712s
loss: 4.5678 corr: 38 (37248/2257759) completed in 0m 0.706s
loss: 3.5815 corr: 52 (37376/2257759) completed in 0m 0.761s
loss: 4.1659 corr: 40 (37504/2257759) completed in 0m 0.727s
loss: 3.9900 corr: 40 (37632/2257759) completed in 0m 0.688s
loss: 3.8000 corr: 48 (37760/2257759) completed in 0m 0.693s
loss: 3.4825 corr: 52 (37888/2257759) completed in 0m 0.740s
loss: 4.0840 corr: 46 (38016/2257759) completed in 0m 0.720s
loss: 4.2063 corr: 45 (38144/2257759) completed in 0m 0.716s
loss: 4.3658 corr: 37 (38272/2257759) completed in 0m 0.736s
loss: 3.7993 corr: 45 (38400/2257759) completed in 0m 0.775s
loss: 4.2222 corr: 41 (38528/2257759) completed in 0m 0.765s
loss: 3.5202 corr: 41 (38656/2257759) completed in 0m 0.785s
loss: 3.8975 corr: 41 (38784/2257759) completed in 0m 0.743s
loss: 4.1826 corr: 40 (38912/2257759) completed in 0m 0.726s
loss: 4.1251 corr: 41 (39040/2257759) completed in 0m 0.748s
loss: 3.3558 corr: 50 (39168/2257759) completed in 0m 0.778s
loss: 3.9482 corr: 48 (39296/2257759) completed in 0m 0.754s
loss: 3.8982 corr: 44 (39424/2257759) completed in 0m 0.724s
loss: 3.8644 corr: 48 (39552/2257759) completed in 0m 0.713s
loss: 3.6317 corr: 47 (39680/2257759) completed in 0m 0.790s
loss: 4.0956 corr: 45 (39808/2257759) completed in 0m 0.780s
loss: 3.8404 corr: 42 (39936/2257759) completed in 0m 0.725s
loss: 4.4919 corr: 36 (40064/2257759) completed in 0m 0.727s
loss: 4.3068 corr: 44 (40192/2257759) completed in 0m 0.677s
loss: 4.1595 corr: 40 (40320/2257759) completed in 0m 0.704s
loss: 4.4367 corr: 34 (40448/2257759) completed in 0m 0.742s
loss: 3.8655 corr: 52 (40576/2257759) completed in 0m 0.728s
loss: 3.6467 corr: 51 (40704/2257759) completed in 0m 0.717s
loss: 4.0885 corr: 44 (40832/2257759) completed in 0m 0.748s
loss: 3.5963 corr: 50 (40960/2257759) completed in 0m 0.710s
loss: 4.0607 corr: 43 (41088/2257759) completed in 0m 0.750s
loss: 4.2156 corr: 47 (41216/2257759) completed in 0m 0.706s
loss: 3.9654 corr: 44 (41344/2257759) completed in 0m 0.724s
loss: 4.2767 corr: 40 (41472/2257759) completed in 0m 0.686s
loss: 4.2320 corr: 41 (41600/2257759) completed in 0m 0.753s
loss: 4.3316 corr: 41 (41728/2257759) completed in 0m 0.754s
loss: 3.9171 corr: 46 (41856/2257759) completed in 0m 0.826s
loss: 4.4246 corr: 47 (41984/2257759) completed in 0m 0.734s
loss: 3.9676 corr: 47 (42112/2257759) completed in 0m 0.747s
loss: 3.9922 corr: 42 (42240/2257759) completed in 0m 0.727s
loss: 3.9736 corr: 40 (42368/2257759) completed in 0m 0.702s
loss: 3.9169 corr: 42 (42496/2257759) completed in 0m 0.695s
loss: 4.4560 corr: 31 (42624/2257759) completed in 0m 0.735s
loss: 4.3043 corr: 34 (42752/2257759) completed in 0m 0.691s
loss: 3.8805 corr: 39 (42880/2257759) completed in 0m 0.818s
loss: 4.1850 corr: 42 (43008/2257759) completed in 0m 0.726s
loss: 4.2541 corr: 42 (43136/2257759) completed in 0m 0.725s
loss: 3.7828 corr: 46 (43264/2257759) completed in 0m 0.720s
loss: 3.7596 corr: 43 (43392/2257759) completed in 0m 0.677s
loss: 3.8173 corr: 41 (43520/2257759) completed in 0m 0.715s
loss: 3.8903 corr: 51 (43648/2257759) completed in 0m 0.752s
loss: 4.1494 corr: 42 (43776/2257759) completed in 0m 0.717s
loss: 4.1221 corr: 43 (43904/2257759) completed in 0m 0.719s
loss: 4.0108 corr: 38 (44032/2257759) completed in 0m 0.741s
loss: 4.1728 corr: 42 (44160/2257759) completed in 0m 0.752s
loss: 3.3847 corr: 56 (44288/2257759) completed in 0m 0.729s
loss: 3.7637 corr: 46 (44416/2257759) completed in 0m 0.774s
loss: 3.8744 corr: 46 (44544/2257759) completed in 0m 0.734s
loss: 3.7860 corr: 45 (44672/2257759) completed in 0m 0.734s
loss: 3.3546 corr: 50 (44800/2257759) completed in 0m 0.711s
loss: 4.0355 corr: 47 (44928/2257759) completed in 0m 0.716s
loss: 4.5112 corr: 42 (45056/2257759) completed in 0m 0.766s
loss: 3.5099 corr: 56 (45184/2257759) completed in 0m 0.713s
loss: 4.3780 corr: 40 (45312/2257759) completed in 0m 0.738s
loss: 4.1574 corr: 45 (45440/2257759) completed in 0m 0.764s
loss: 3.9824 corr: 42 (45568/2257759) completed in 0m 0.790s
loss: 3.9074 corr: 54 (45696/2257759) completed in 0m 0.903s
loss: 3.6648 corr: 48 (45824/2257759) completed in 0m 0.741s
loss: 3.7040 corr: 47 (45952/2257759) completed in 0m 0.734s
loss: 3.7311 corr: 45 (46080/2257759) completed in 0m 0.779s
loss: 3.9215 corr: 52 (46208/2257759) completed in 0m 0.793s
loss: 3.6983 corr: 45 (46336/2257759) completed in 0m 0.741s
loss: 4.5860 corr: 42 (46464/2257759) completed in 0m 0.766s
loss: 3.6910 corr: 40 (46592/2257759) completed in 0m 0.683s
loss: 3.9577 corr: 41 (46720/2257759) completed in 0m 0.716s
loss: 3.7322 corr: 48 (46848/2257759) completed in 0m 0.696s
loss: 3.6623 corr: 48 (46976/2257759) completed in 0m 0.710s
loss: 3.7781 corr: 43 (47104/2257759) completed in 0m 0.737s
loss: 3.8570 corr: 47 (47232/2257759) completed in 0m 0.724s
loss: 4.3288 corr: 42 (47360/2257759) completed in 0m 0.760s
loss: 4.4236 corr: 39 (47488/2257759) completed in 0m 0.703s
loss: 4.3482 corr: 30 (47616/2257759) completed in 0m 0.750s
loss: 4.2804 corr: 37 (47744/2257759) completed in 0m 0.687s
loss: 4.2274 corr: 42 (47872/2257759) completed in 0m 0.729s
loss: 3.9817 corr: 39 (48000/2257759) completed in 0m 0.729s
loss: 4.2306 corr: 44 (48128/2257759) completed in 0m 0.692s
loss: 4.3190 corr: 42 (48256/2257759) completed in 0m 0.729s
loss: 4.5472 corr: 34 (48384/2257759) completed in 0m 0.787s
loss: 3.5941 corr: 41 (48512/2257759) completed in 0m 0.714s
loss: 4.0579 corr: 44 (48640/2257759) completed in 0m 0.732s
loss: 4.3407 corr: 37 (48768/2257759) completed in 0m 0.725s
loss: 3.9347 corr: 43 (48896/2257759) completed in 0m 0.747s
loss: 4.5069 corr: 43 (49024/2257759) completed in 0m 0.754s
loss: 4.0081 corr: 52 (49152/2257759) completed in 0m 0.699s
loss: 3.8718 corr: 46 (49280/2257759) completed in 0m 0.736s
loss: 4.5297 corr: 38 (49408/2257759) completed in 0m 0.737s
loss: 4.1198 corr: 40 (49536/2257759) completed in 0m 0.695s
loss: 4.3885 corr: 38 (49664/2257759) completed in 0m 0.717s
loss: 3.5102 corr: 53 (49792/2257759) completed in 0m 0.677s
loss: 3.6320 corr: 49 (49920/2257759) completed in 0m 0.681s
loss: 4.0899 corr: 45 (50048/2257759) completed in 0m 0.711s
loss: 4.2068 corr: 46 (50176/2257759) completed in 0m 0.715s
loss: 3.8211 corr: 44 (50304/2257759) completed in 0m 0.738s
loss: 3.8466 corr: 43 (50432/2257759) completed in 0m 0.741s
loss: 4.1147 corr: 37 (50560/2257759) completed in 0m 0.777s
loss: 4.2821 corr: 40 (50688/2257759) completed in 0m 0.719s
loss: 3.7873 corr: 42 (50816/2257759) completed in 0m 0.726s
