loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 1.0273 corr: 274 (384/2257759) completed in 0m 3.098s
loss: 1.1549 corr: 263 (768/2257759) completed in 0m 1.865s
loss: 1.0268 corr: 269 (1152/2257759) completed in 0m 1.658s
loss: 0.9372 corr: 285 (1536/2257759) completed in 0m 1.719s
loss: 0.9569 corr: 283 (1920/2257759) completed in 0m 1.741s
loss: 0.8520 corr: 290 (2304/2257759) completed in 0m 1.710s
loss: 0.8944 corr: 283 (2688/2257759) completed in 0m 1.650s
loss: 0.8926 corr: 283 (3072/2257759) completed in 0m 1.548s
loss: 1.0093 corr: 272 (3456/2257759) completed in 0m 1.599s
loss: 0.8937 corr: 283 (3840/2257759) completed in 0m 1.640s
loss: 0.8542 corr: 290 (4224/2257759) completed in 0m 1.566s
loss: 0.9802 corr: 277 (4608/2257759) completed in 0m 1.598s
loss: 0.9781 corr: 278 (4992/2257759) completed in 0m 1.660s
loss: 0.9335 corr: 277 (5376/2257759) completed in 0m 1.625s
loss: 0.9449 corr: 272 (5760/2257759) completed in 0m 1.808s
loss: 0.9691 corr: 271 (6144/2257759) completed in 0m 1.621s
loss: 0.8269 corr: 287 (6528/2257759) completed in 0m 1.738s
loss: 0.7716 corr: 289 (6912/2257759) completed in 0m 1.578s
loss: 0.7673 corr: 292 (7296/2257759) completed in 0m 1.574s
loss: 0.8297 corr: 295 (7680/2257759) completed in 0m 1.646s
loss: 0.8385 corr: 286 (8064/2257759) completed in 0m 1.650s
loss: 0.8470 corr: 300 (8448/2257759) completed in 0m 1.686s
loss: 0.8550 corr: 275 (8832/2257759) completed in 0m 1.656s
loss: 0.9864 corr: 280 (9216/2257759) completed in 0m 1.593s
loss: 1.0138 corr: 271 (9600/2257759) completed in 0m 1.648s
loss: 0.7587 corr: 300 (9984/2257759) completed in 0m 1.700s
loss: 0.9694 corr: 269 (10368/2257759) completed in 0m 1.690s
loss: 1.0127 corr: 273 (10752/2257759) completed in 0m 1.662s
loss: 0.8921 corr: 286 (11136/2257759) completed in 0m 1.667s
loss: 0.9384 corr: 283 (11520/2257759) completed in 0m 1.644s
loss: 0.9250 corr: 285 (11904/2257759) completed in 0m 1.660s
loss: 0.9927 corr: 274 (12288/2257759) completed in 0m 1.623s
loss: 0.9989 corr: 283 (12672/2257759) completed in 0m 1.609s
loss: 0.9460 corr: 285 (13056/2257759) completed in 0m 1.636s
loss: 0.9368 corr: 268 (13440/2257759) completed in 0m 1.659s
loss: 0.9819 corr: 270 (13824/2257759) completed in 0m 1.741s
loss: 1.1749 corr: 257 (14208/2257759) completed in 0m 1.622s
loss: 1.0686 corr: 276 (14592/2257759) completed in 0m 1.705s
loss: 0.8576 corr: 286 (14976/2257759) completed in 0m 1.583s
loss: 0.9740 corr: 267 (15360/2257759) completed in 0m 1.622s
loss: 0.9119 corr: 283 (15744/2257759) completed in 0m 1.662s
loss: 0.9405 corr: 294 (16128/2257759) completed in 0m 1.671s
loss: 0.9070 corr: 284 (16512/2257759) completed in 0m 1.698s
loss: 1.0942 corr: 271 (16896/2257759) completed in 0m 1.599s
loss: 0.8453 corr: 293 (17280/2257759) completed in 0m 1.675s
loss: 1.0031 corr: 280 (17664/2257759) completed in 0m 1.643s
loss: 1.0203 corr: 268 (18048/2257759) completed in 0m 1.739s
loss: 0.9310 corr: 267 (18432/2257759) completed in 0m 1.632s
loss: 1.0100 corr: 281 (18816/2257759) completed in 0m 1.632s
loss: 1.0883 corr: 266 (19200/2257759) completed in 0m 1.719s
loss: 0.9904 corr: 268 (19584/2257759) completed in 0m 1.604s
loss: 1.1038 corr: 263 (19968/2257759) completed in 0m 1.611s
loss: 0.9594 corr: 278 (20352/2257759) completed in 0m 1.677s
loss: 0.9159 corr: 278 (20736/2257759) completed in 0m 1.584s
loss: 0.8730 corr: 286 (21120/2257759) completed in 0m 1.634s
loss: 1.0929 corr: 263 (21504/2257759) completed in 0m 1.651s
loss: 0.9381 corr: 284 (21888/2257759) completed in 0m 1.672s
loss: 1.0575 corr: 280 (22272/2257759) completed in 0m 1.696s
loss: 0.9586 corr: 277 (22656/2257759) completed in 0m 1.628s
loss: 1.1799 corr: 267 (23040/2257759) completed in 0m 1.612s
loss: 0.9403 corr: 276 (23424/2257759) completed in 0m 1.675s
loss: 1.0798 corr: 268 (23808/2257759) completed in 0m 1.649s
loss: 0.9381 corr: 278 (24192/2257759) completed in 0m 1.611s
loss: 0.9983 corr: 268 (24576/2257759) completed in 0m 1.672s
loss: 0.9736 corr: 266 (24960/2257759) completed in 0m 1.684s
loss: 0.8958 corr: 278 (25344/2257759) completed in 0m 1.694s
loss: 1.0745 corr: 258 (25728/2257759) completed in 0m 1.670s
loss: 1.1273 corr: 265 (26112/2257759) completed in 0m 1.613s
loss: 0.8344 corr: 283 (26496/2257759) completed in 0m 1.626s
loss: 0.8894 corr: 280 (26880/2257759) completed in 0m 1.641s
loss: 0.9600 corr: 280 (27264/2257759) completed in 0m 1.622s
loss: 0.8785 corr: 283 (27648/2257759) completed in 0m 1.653s
loss: 0.9709 corr: 273 (28032/2257759) completed in 0m 1.691s
loss: 0.9297 corr: 278 (28416/2257759) completed in 0m 1.664s
loss: 0.9380 corr: 276 (28800/2257759) completed in 0m 1.628s
loss: 0.9710 corr: 266 (29184/2257759) completed in 0m 1.656s
loss: 1.1138 corr: 262 (29568/2257759) completed in 0m 1.643s
loss: 1.1240 corr: 261 (29952/2257759) completed in 0m 1.688s
loss: 1.0623 corr: 273 (30336/2257759) completed in 0m 1.697s
loss: 1.0319 corr: 272 (30720/2257759) completed in 0m 1.779s
loss: 0.8562 corr: 283 (31104/2257759) completed in 0m 1.625s
loss: 0.8490 corr: 297 (31488/2257759) completed in 0m 1.758s
loss: 1.0480 corr: 261 (31872/2257759) completed in 0m 1.687s
loss: 0.8920 corr: 287 (32256/2257759) completed in 0m 1.634s
loss: 0.9236 corr: 281 (32640/2257759) completed in 0m 1.624s
loss: 1.0803 corr: 285 (33024/2257759) completed in 0m 1.612s
loss: 0.9125 corr: 298 (33408/2257759) completed in 0m 1.666s
loss: 0.9466 corr: 283 (33792/2257759) completed in 0m 1.674s
loss: 1.0142 corr: 269 (34176/2257759) completed in 0m 1.637s
loss: 0.9269 corr: 291 (34560/2257759) completed in 0m 1.663s
loss: 0.9668 corr: 285 (34944/2257759) completed in 0m 1.576s
loss: 0.8511 corr: 294 (35328/2257759) completed in 0m 1.655s
loss: 0.9925 corr: 280 (35712/2257759) completed in 0m 1.612s
loss: 0.9179 corr: 284 (36096/2257759) completed in 0m 1.867s
loss: 1.0378 corr: 278 (36480/2257759) completed in 0m 1.634s
loss: 1.1720 corr: 252 (36864/2257759) completed in 0m 1.616s
loss: 1.0632 corr: 265 (37248/2257759) completed in 0m 1.653s
loss: 1.0000 corr: 280 (37632/2257759) completed in 0m 1.635s
loss: 1.0537 corr: 272 (38016/2257759) completed in 0m 1.652s
loss: 1.0881 corr: 271 (38400/2257759) completed in 0m 1.626s
loss: 1.0129 corr: 276 (38784/2257759) completed in 0m 1.691s
loss: 0.9317 corr: 279 (39168/2257759) completed in 0m 1.650s
loss: 0.9711 corr: 277 (39552/2257759) completed in 0m 2.017s
loss: 1.0923 corr: 254 (39936/2257759) completed in 0m 1.676s
loss: 0.9139 corr: 282 (40320/2257759) completed in 0m 1.649s
loss: 1.0517 corr: 267 (40704/2257759) completed in 0m 1.661s
loss: 0.9781 corr: 283 (41088/2257759) completed in 0m 1.676s
loss: 1.0407 corr: 274 (41472/2257759) completed in 0m 1.646s
loss: 0.9564 corr: 283 (41856/2257759) completed in 0m 1.660s
loss: 0.8696 corr: 282 (42240/2257759) completed in 0m 1.707s
loss: 1.1090 corr: 270 (42624/2257759) completed in 0m 1.665s
loss: 0.9629 corr: 287 (43008/2257759) completed in 0m 1.583s
loss: 1.1027 corr: 273 (43392/2257759) completed in 0m 1.678s
loss: 0.9332 corr: 282 (43776/2257759) completed in 0m 1.661s
loss: 0.9984 corr: 268 (44160/2257759) completed in 0m 1.669s
loss: 1.0580 corr: 283 (44544/2257759) completed in 0m 1.664s
loss: 0.9844 corr: 276 (44928/2257759) completed in 0m 1.651s
loss: 0.9527 corr: 274 (45312/2257759) completed in 0m 1.596s
loss: 1.0981 corr: 268 (45696/2257759) completed in 0m 1.555s
loss: 1.1529 corr: 273 (46080/2257759) completed in 0m 1.665s
loss: 1.0624 corr: 260 (46464/2257759) completed in 0m 1.667s
loss: 1.0752 corr: 265 (46848/2257759) completed in 0m 1.636s
loss: 1.0058 corr: 270 (47232/2257759) completed in 0m 1.647s
loss: 0.9372 corr: 295 (47616/2257759) completed in 0m 1.761s
loss: 1.0676 corr: 269 (48000/2257759) completed in 0m 1.678s
loss: 1.0077 corr: 280 (48384/2257759) completed in 0m 1.693s
loss: 0.9305 corr: 277 (48768/2257759) completed in 0m 1.642s
loss: 1.0669 corr: 278 (49152/2257759) completed in 0m 1.602s
loss: 1.0318 corr: 266 (49536/2257759) completed in 0m 1.687s
loss: 1.0677 corr: 266 (49920/2257759) completed in 0m 1.593s
loss: 0.9573 corr: 293 (50304/2257759) completed in 0m 1.642s
loss: 1.1143 corr: 264 (50688/2257759) completed in 0m 1.662s
loss: 1.0002 corr: 277 (51072/2257759) completed in 0m 1.710s
loss: 0.9876 corr: 282 (51456/2257759) completed in 0m 1.694s
loss: 1.0175 corr: 275 (51840/2257759) completed in 0m 1.641s
loss: 1.0940 corr: 269 (52224/2257759) completed in 0m 1.736s
loss: 0.9536 corr: 280 (52608/2257759) completed in 0m 1.612s
loss: 0.8972 corr: 289 (52992/2257759) completed in 0m 2.054s
loss: 1.0410 corr: 265 (53376/2257759) completed in 0m 1.655s
loss: 0.8967 corr: 288 (53760/2257759) completed in 0m 1.663s
loss: 0.9721 corr: 282 (54144/2257759) completed in 0m 1.662s
loss: 0.9317 corr: 275 (54528/2257759) completed in 0m 1.651s
loss: 1.1719 corr: 254 (54912/2257759) completed in 0m 1.679s
loss: 0.9838 corr: 275 (55296/2257759) completed in 0m 1.590s
loss: 1.1625 corr: 260 (55680/2257759) completed in 0m 1.603s
loss: 0.9771 corr: 284 (56064/2257759) completed in 0m 1.549s
loss: 0.9758 corr: 282 (56448/2257759) completed in 0m 1.647s
loss: 1.0824 corr: 281 (56832/2257759) completed in 0m 1.634s
loss: 1.1913 corr: 271 (57216/2257759) completed in 0m 1.679s
loss: 0.9541 corr: 280 (57600/2257759) completed in 0m 1.829s
loss: 1.1863 corr: 264 (57984/2257759) completed in 0m 1.642s
loss: 1.0039 corr: 282 (58368/2257759) completed in 0m 1.623s
loss: 0.9489 corr: 287 (58752/2257759) completed in 0m 1.574s
loss: 1.0045 corr: 267 (59136/2257759) completed in 0m 1.686s
loss: 0.9228 corr: 286 (59520/2257759) completed in 0m 1.654s
loss: 0.9504 corr: 282 (59904/2257759) completed in 0m 1.655s
loss: 1.0175 corr: 281 (60288/2257759) completed in 0m 1.629s
loss: 1.0106 corr: 269 (60672/2257759) completed in 0m 1.702s
loss: 0.9495 corr: 285 (61056/2257759) completed in 0m 1.748s
loss: 0.9639 corr: 279 (61440/2257759) completed in 0m 1.569s
loss: 0.9175 corr: 276 (61824/2257759) completed in 0m 1.869s
loss: 0.9291 corr: 287 (62208/2257759) completed in 0m 1.602s
loss: 1.1651 corr: 263 (62592/2257759) completed in 0m 1.632s
loss: 1.0322 corr: 269 (62976/2257759) completed in 0m 1.658s
loss: 1.0846 corr: 270 (63360/2257759) completed in 0m 1.686s
loss: 0.9176 corr: 275 (63744/2257759) completed in 0m 1.572s
loss: 0.9494 corr: 289 (64128/2257759) completed in 0m 1.646s
loss: 1.1219 corr: 268 (64512/2257759) completed in 0m 1.547s
loss: 1.0706 corr: 266 (64896/2257759) completed in 0m 1.678s
