loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 1.9885 corr: 202 (384/2257759) completed in 0m 3.408s
loss: 2.0167 corr: 209 (768/2257759) completed in 0m 2.089s
loss: 1.8497 corr: 211 (1152/2257759) completed in 0m 1.774s
loss: 1.7330 corr: 225 (1536/2257759) completed in 0m 1.699s
loss: 1.7137 corr: 220 (1920/2257759) completed in 0m 1.713s
loss: 1.5162 corr: 232 (2304/2257759) completed in 0m 1.649s
loss: 1.5368 corr: 235 (2688/2257759) completed in 0m 1.985s
loss: 1.4818 corr: 236 (3072/2257759) completed in 0m 1.714s
loss: 1.5372 corr: 245 (3456/2257759) completed in 0m 1.706s
loss: 1.5317 corr: 224 (3840/2257759) completed in 0m 1.625s
loss: 1.5755 corr: 226 (4224/2257759) completed in 0m 1.663s
loss: 1.6339 corr: 215 (4608/2257759) completed in 0m 1.770s
loss: 1.6447 corr: 213 (4992/2257759) completed in 0m 1.710s
loss: 1.6549 corr: 227 (5376/2257759) completed in 0m 1.877s
loss: 1.6947 corr: 229 (5760/2257759) completed in 0m 1.614s
loss: 1.8419 corr: 214 (6144/2257759) completed in 0m 1.582s
loss: 1.5643 corr: 228 (6528/2257759) completed in 0m 1.739s
loss: 1.4444 corr: 229 (6912/2257759) completed in 0m 1.702s
loss: 1.5078 corr: 228 (7296/2257759) completed in 0m 1.628s
loss: 1.6590 corr: 224 (7680/2257759) completed in 0m 1.783s
loss: 1.6790 corr: 213 (8064/2257759) completed in 0m 1.734s
loss: 1.6201 corr: 223 (8448/2257759) completed in 0m 1.704s
loss: 1.6318 corr: 202 (8832/2257759) completed in 0m 1.675s
loss: 1.6949 corr: 221 (9216/2257759) completed in 0m 1.671s
loss: 1.8490 corr: 229 (9600/2257759) completed in 0m 1.740s
loss: 1.7008 corr: 222 (9984/2257759) completed in 0m 1.655s
loss: 1.9180 corr: 199 (10368/2257759) completed in 0m 1.643s
loss: 1.8648 corr: 212 (10752/2257759) completed in 0m 1.659s
loss: 1.7711 corr: 203 (11136/2257759) completed in 0m 1.694s
loss: 1.7437 corr: 222 (11520/2257759) completed in 0m 1.869s
loss: 1.9257 corr: 199 (11904/2257759) completed in 0m 1.683s
loss: 1.8424 corr: 204 (12288/2257759) completed in 0m 1.685s
loss: 1.8412 corr: 219 (12672/2257759) completed in 0m 1.632s
loss: 1.9027 corr: 212 (13056/2257759) completed in 0m 1.686s
loss: 1.7922 corr: 212 (13440/2257759) completed in 0m 1.758s
loss: 1.7750 corr: 213 (13824/2257759) completed in 0m 1.677s
loss: 1.9735 corr: 207 (14208/2257759) completed in 0m 1.726s
loss: 1.8706 corr: 204 (14592/2257759) completed in 0m 1.916s
loss: 1.7532 corr: 216 (14976/2257759) completed in 0m 1.721s
loss: 1.8303 corr: 209 (15360/2257759) completed in 0m 1.697s
loss: 1.6934 corr: 226 (15744/2257759) completed in 0m 1.760s
loss: 1.6616 corr: 224 (16128/2257759) completed in 0m 1.730s
loss: 1.6777 corr: 208 (16512/2257759) completed in 0m 1.751s
loss: 2.0159 corr: 201 (16896/2257759) completed in 0m 1.673s
loss: 1.7787 corr: 216 (17280/2257759) completed in 0m 1.826s
loss: 1.8184 corr: 209 (17664/2257759) completed in 0m 1.567s
loss: 1.7591 corr: 216 (18048/2257759) completed in 0m 1.693s
loss: 1.6193 corr: 218 (18432/2257759) completed in 0m 1.658s
loss: 2.0343 corr: 193 (18816/2257759) completed in 0m 1.661s
loss: 2.0056 corr: 188 (19200/2257759) completed in 0m 1.774s
loss: 1.8426 corr: 197 (19584/2257759) completed in 0m 1.790s
loss: 1.9157 corr: 201 (19968/2257759) completed in 0m 1.733s
loss: 1.7738 corr: 207 (20352/2257759) completed in 0m 1.729s
loss: 1.8458 corr: 209 (20736/2257759) completed in 0m 1.714s
loss: 1.6888 corr: 213 (21120/2257759) completed in 0m 1.720s
loss: 1.8931 corr: 185 (21504/2257759) completed in 0m 1.689s
loss: 1.7910 corr: 208 (21888/2257759) completed in 0m 1.687s
loss: 1.9202 corr: 217 (22272/2257759) completed in 0m 1.680s
loss: 1.8113 corr: 204 (22656/2257759) completed in 0m 1.873s
loss: 2.0765 corr: 186 (23040/2257759) completed in 0m 1.723s
loss: 1.8684 corr: 216 (23424/2257759) completed in 0m 1.766s
loss: 2.0140 corr: 204 (23808/2257759) completed in 0m 1.816s
loss: 1.7245 corr: 215 (24192/2257759) completed in 0m 1.696s
loss: 1.9739 corr: 193 (24576/2257759) completed in 0m 1.641s
loss: 1.8304 corr: 205 (24960/2257759) completed in 0m 1.714s
loss: 1.8109 corr: 214 (25344/2257759) completed in 0m 1.700s
loss: 1.9448 corr: 212 (25728/2257759) completed in 0m 1.784s
loss: 2.0603 corr: 203 (26112/2257759) completed in 0m 1.678s
loss: 1.5814 corr: 227 (26496/2257759) completed in 0m 1.828s
loss: 1.6497 corr: 218 (26880/2257759) completed in 0m 1.764s
loss: 1.8428 corr: 202 (27264/2257759) completed in 0m 1.692s
loss: 1.6766 corr: 222 (27648/2257759) completed in 0m 1.615s
loss: 1.8538 corr: 203 (28032/2257759) completed in 0m 1.658s
loss: 1.7584 corr: 216 (28416/2257759) completed in 0m 1.648s
loss: 1.7911 corr: 205 (28800/2257759) completed in 0m 1.600s
loss: 1.8345 corr: 210 (29184/2257759) completed in 0m 1.792s
loss: 1.9987 corr: 202 (29568/2257759) completed in 0m 1.640s
loss: 1.9345 corr: 213 (29952/2257759) completed in 0m 1.604s
loss: 1.8047 corr: 219 (30336/2257759) completed in 0m 1.722s
loss: 1.8694 corr: 206 (30720/2257759) completed in 0m 1.689s
loss: 1.7333 corr: 223 (31104/2257759) completed in 0m 1.682s
loss: 1.6274 corr: 229 (31488/2257759) completed in 0m 1.714s
loss: 1.9555 corr: 195 (31872/2257759) completed in 0m 1.681s
loss: 1.7617 corr: 208 (32256/2257759) completed in 0m 1.854s
loss: 1.7689 corr: 206 (32640/2257759) completed in 0m 1.710s
loss: 1.9079 corr: 211 (33024/2257759) completed in 0m 2.021s
loss: 1.8515 corr: 217 (33408/2257759) completed in 0m 1.736s
loss: 1.8373 corr: 209 (33792/2257759) completed in 0m 1.678s
loss: 1.7957 corr: 216 (34176/2257759) completed in 0m 1.683s
loss: 1.8398 corr: 219 (34560/2257759) completed in 0m 1.673s
loss: 1.8713 corr: 207 (34944/2257759) completed in 0m 1.669s
loss: 1.8188 corr: 203 (35328/2257759) completed in 0m 1.757s
loss: 1.8624 corr: 213 (35712/2257759) completed in 0m 1.691s
loss: 1.7272 corr: 210 (36096/2257759) completed in 0m 1.676s
loss: 2.0054 corr: 206 (36480/2257759) completed in 0m 1.683s
loss: 2.1802 corr: 190 (36864/2257759) completed in 0m 1.671s
loss: 1.8673 corr: 202 (37248/2257759) completed in 0m 1.657s
loss: 1.9710 corr: 200 (37632/2257759) completed in 0m 1.698s
loss: 2.1323 corr: 198 (38016/2257759) completed in 0m 1.696s
loss: 2.0176 corr: 195 (38400/2257759) completed in 0m 1.739s
loss: 1.9582 corr: 201 (38784/2257759) completed in 0m 1.705s
loss: 1.9093 corr: 200 (39168/2257759) completed in 0m 1.724s
loss: 1.9387 corr: 203 (39552/2257759) completed in 0m 1.714s
loss: 2.0976 corr: 187 (39936/2257759) completed in 0m 1.687s
loss: 1.7839 corr: 212 (40320/2257759) completed in 0m 1.765s
loss: 1.9527 corr: 209 (40704/2257759) completed in 0m 1.715s
loss: 1.8427 corr: 219 (41088/2257759) completed in 0m 1.606s
loss: 1.8731 corr: 205 (41472/2257759) completed in 0m 1.802s
loss: 1.8448 corr: 213 (41856/2257759) completed in 0m 1.650s
loss: 1.7213 corr: 224 (42240/2257759) completed in 0m 1.718s
loss: 2.0751 corr: 205 (42624/2257759) completed in 0m 1.784s
loss: 1.8730 corr: 213 (43008/2257759) completed in 0m 1.666s
loss: 2.0204 corr: 204 (43392/2257759) completed in 0m 1.745s
loss: 1.8735 corr: 218 (43776/2257759) completed in 0m 1.749s
loss: 1.8401 corr: 198 (44160/2257759) completed in 0m 1.688s
loss: 2.0042 corr: 201 (44544/2257759) completed in 0m 1.789s
loss: 2.0161 corr: 201 (44928/2257759) completed in 0m 1.677s
loss: 1.9884 corr: 196 (45312/2257759) completed in 0m 1.844s
loss: 2.0022 corr: 192 (45696/2257759) completed in 0m 2.014s
loss: 2.1333 corr: 191 (46080/2257759) completed in 0m 1.556s
loss: 1.9477 corr: 216 (46464/2257759) completed in 0m 1.710s
loss: 1.9894 corr: 208 (46848/2257759) completed in 0m 1.738s
loss: 1.9121 corr: 215 (47232/2257759) completed in 0m 1.654s
loss: 1.8168 corr: 204 (47616/2257759) completed in 0m 1.701s
loss: 1.8936 corr: 207 (48000/2257759) completed in 0m 1.775s
loss: 1.9944 corr: 196 (48384/2257759) completed in 0m 1.706s
loss: 1.9654 corr: 205 (48768/2257759) completed in 0m 1.578s
loss: 1.9878 corr: 199 (49152/2257759) completed in 0m 1.720s
loss: 2.0655 corr: 196 (49536/2257759) completed in 0m 1.677s
loss: 1.8790 corr: 218 (49920/2257759) completed in 0m 1.706s
loss: 1.8247 corr: 215 (50304/2257759) completed in 0m 1.726s
loss: 1.9384 corr: 200 (50688/2257759) completed in 0m 1.701s
loss: 1.9172 corr: 200 (51072/2257759) completed in 0m 1.672s
loss: 1.8259 corr: 203 (51456/2257759) completed in 0m 1.750s
loss: 2.0597 corr: 200 (51840/2257759) completed in 0m 1.679s
loss: 2.1524 corr: 187 (52224/2257759) completed in 0m 1.758s
loss: 1.9537 corr: 206 (52608/2257759) completed in 0m 1.721s
loss: 1.9184 corr: 212 (52992/2257759) completed in 0m 1.693s
loss: 1.9857 corr: 185 (53376/2257759) completed in 0m 1.685s
loss: 1.9275 corr: 201 (53760/2257759) completed in 0m 1.628s
loss: 2.0252 corr: 213 (54144/2257759) completed in 0m 1.725s
loss: 1.9013 corr: 205 (54528/2257759) completed in 0m 1.778s
loss: 2.1385 corr: 193 (54912/2257759) completed in 0m 1.715s
loss: 1.9427 corr: 198 (55296/2257759) completed in 0m 1.761s
loss: 2.2051 corr: 193 (55680/2257759) completed in 0m 1.601s
loss: 1.9269 corr: 207 (56064/2257759) completed in 0m 1.657s
loss: 1.9745 corr: 207 (56448/2257759) completed in 0m 1.614s
loss: 2.1050 corr: 197 (56832/2257759) completed in 0m 1.686s
loss: 2.1066 corr: 205 (57216/2257759) completed in 0m 1.749s
loss: 2.0387 corr: 195 (57600/2257759) completed in 0m 1.596s
loss: 2.1525 corr: 198 (57984/2257759) completed in 0m 1.771s
loss: 1.8696 corr: 213 (58368/2257759) completed in 0m 1.810s
loss: 2.0148 corr: 207 (58752/2257759) completed in 0m 1.686s
loss: 2.0734 corr: 201 (59136/2257759) completed in 0m 1.719s
loss: 1.8318 corr: 217 (59520/2257759) completed in 0m 1.733s
loss: 1.9749 corr: 190 (59904/2257759) completed in 0m 1.756s
loss: 2.0652 corr: 201 (60288/2257759) completed in 0m 1.748s
loss: 2.1651 corr: 195 (60672/2257759) completed in 0m 2.060s
loss: 1.8763 corr: 220 (61056/2257759) completed in 0m 1.826s
loss: 1.9452 corr: 192 (61440/2257759) completed in 0m 1.691s
loss: 2.0462 corr: 194 (61824/2257759) completed in 0m 1.702s
loss: 1.8639 corr: 225 (62208/2257759) completed in 0m 1.710s
loss: 2.2524 corr: 187 (62592/2257759) completed in 0m 1.653s
loss: 2.0669 corr: 195 (62976/2257759) completed in 0m 1.746s
loss: 2.0280 corr: 204 (63360/2257759) completed in 0m 1.732s
loss: 1.9247 corr: 200 (63744/2257759) completed in 0m 1.642s
loss: 1.9815 corr: 211 (64128/2257759) completed in 0m 1.721s
loss: 2.0761 corr: 201 (64512/2257759) completed in 0m 1.612s
loss: 2.0272 corr: 202 (64896/2257759) completed in 0m 1.689s
