loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
loss: 1.3382 corr: 342 (87040/2257759) completed in 0m 1.253s
loss: 1.1495 corr: 364 (87552/2257759) completed in 0m 1.822s
loss: 1.3470 corr: 343 (88064/2257759) completed in 0m 1.383s
loss: 1.4356 corr: 335 (88576/2257759) completed in 0m 1.412s
loss: 1.2605 corr: 350 (89088/2257759) completed in 0m 1.389s
loss: 1.4065 corr: 345 (89600/2257759) completed in 0m 1.464s
loss: 1.3474 corr: 329 (90112/2257759) completed in 0m 1.448s
loss: 1.3650 corr: 330 (90624/2257759) completed in 0m 1.404s
loss: 1.3322 corr: 340 (91136/2257759) completed in 0m 1.406s
loss: 1.2982 corr: 351 (91648/2257759) completed in 0m 1.420s
loss: 1.3003 corr: 321 (92160/2257759) completed in 0m 1.373s
loss: 1.3812 corr: 337 (92672/2257759) completed in 0m 1.311s
loss: 1.3411 corr: 331 (93184/2257759) completed in 0m 1.321s
loss: 1.5653 corr: 304 (93696/2257759) completed in 0m 1.337s
loss: 1.3005 corr: 342 (94208/2257759) completed in 0m 1.401s
loss: 1.3510 corr: 338 (94720/2257759) completed in 0m 1.519s
loss: 1.1421 corr: 358 (95232/2257759) completed in 0m 1.376s
loss: 1.3520 corr: 330 (95744/2257759) completed in 0m 1.432s
loss: 1.2307 corr: 343 (96256/2257759) completed in 0m 1.431s
loss: 1.3731 corr: 337 (96768/2257759) completed in 0m 1.363s
loss: 1.4626 corr: 326 (97280/2257759) completed in 0m 1.571s
loss: 1.2088 corr: 351 (97792/2257759) completed in 0m 1.308s
loss: 1.4699 corr: 320 (98304/2257759) completed in 0m 1.387s
loss: 1.2689 corr: 336 (98816/2257759) completed in 0m 1.358s
loss: 1.2416 corr: 349 (99328/2257759) completed in 0m 1.298s
loss: 1.3442 corr: 333 (99840/2257759) completed in 0m 1.561s
loss: 1.2872 corr: 330 (100352/2257759) completed in 0m 1.436s
loss: 1.6351 corr: 309 (100864/2257759) completed in 0m 1.410s
loss: 1.3804 corr: 336 (101376/2257759) completed in 0m 1.479s
loss: 1.4469 corr: 342 (101888/2257759) completed in 0m 1.399s
loss: 1.4416 corr: 329 (102400/2257759) completed in 0m 1.538s
loss: 1.3497 corr: 334 (102912/2257759) completed in 0m 1.394s
loss: 1.3758 corr: 342 (103424/2257759) completed in 0m 1.446s
loss: 1.4585 corr: 316 (103936/2257759) completed in 0m 1.376s
loss: 1.4878 corr: 320 (104448/2257759) completed in 0m 1.379s
loss: 1.4061 corr: 346 (104960/2257759) completed in 0m 1.343s
loss: 1.3321 corr: 345 (105472/2257759) completed in 0m 1.528s
loss: 1.3487 corr: 330 (105984/2257759) completed in 0m 1.399s
loss: 1.4009 corr: 336 (106496/2257759) completed in 0m 1.442s
loss: 1.5371 corr: 313 (107008/2257759) completed in 0m 1.393s
loss: 1.3315 corr: 335 (107520/2257759) completed in 0m 1.417s
loss: 1.4099 corr: 333 (108032/2257759) completed in 0m 1.440s
loss: 1.3765 corr: 338 (108544/2257759) completed in 0m 1.373s
loss: 1.4852 corr: 311 (109056/2257759) completed in 0m 1.336s
loss: 1.3650 corr: 338 (109568/2257759) completed in 0m 1.428s
loss: 1.3192 corr: 343 (110080/2257759) completed in 0m 1.428s
loss: 1.4100 corr: 339 (110592/2257759) completed in 0m 1.389s
loss: 1.3860 corr: 337 (111104/2257759) completed in 0m 1.443s
loss: 1.3549 corr: 320 (111616/2257759) completed in 0m 1.425s
loss: 1.3879 corr: 339 (112128/2257759) completed in 0m 1.384s
loss: 1.3486 corr: 341 (112640/2257759) completed in 0m 1.329s
loss: 1.3430 corr: 343 (113152/2257759) completed in 0m 1.502s
loss: 1.2980 corr: 345 (113664/2257759) completed in 0m 1.202s
loss: 1.4680 corr: 330 (114176/2257759) completed in 0m 1.329s
loss: 1.4398 corr: 322 (114688/2257759) completed in 0m 1.435s
loss: 1.4707 corr: 324 (115200/2257759) completed in 0m 1.349s
loss: 1.4388 corr: 331 (115712/2257759) completed in 0m 1.299s
loss: 1.4143 corr: 327 (116224/2257759) completed in 0m 1.497s
loss: 1.3861 corr: 334 (116736/2257759) completed in 0m 1.356s
loss: 1.4606 corr: 313 (117248/2257759) completed in 0m 1.411s
loss: 1.4009 corr: 330 (117760/2257759) completed in 0m 1.410s
loss: 1.4641 corr: 330 (118272/2257759) completed in 0m 1.371s
loss: 1.4678 corr: 331 (118784/2257759) completed in 0m 1.459s
loss: 1.4667 corr: 330 (119296/2257759) completed in 0m 1.376s
loss: 1.3905 corr: 343 (119808/2257759) completed in 0m 1.359s
loss: 1.3388 corr: 345 (120320/2257759) completed in 0m 1.477s
loss: 1.4306 corr: 322 (120832/2257759) completed in 0m 1.407s
loss: 1.5026 corr: 330 (121344/2257759) completed in 0m 1.591s
loss: 1.3284 corr: 325 (121856/2257759) completed in 0m 1.231s
loss: 1.4259 corr: 334 (122368/2257759) completed in 0m 1.454s
loss: 1.2825 corr: 356 (122880/2257759) completed in 0m 1.418s
loss: 1.5297 corr: 316 (123392/2257759) completed in 0m 1.479s
loss: 1.4342 corr: 330 (123904/2257759) completed in 0m 1.402s
loss: 1.2841 corr: 353 (124416/2257759) completed in 0m 1.371s
loss: 1.4064 corr: 332 (124928/2257759) completed in 0m 1.396s
loss: 1.4562 corr: 321 (125440/2257759) completed in 0m 1.394s
loss: 1.5763 corr: 321 (125952/2257759) completed in 0m 1.391s
loss: 1.4008 corr: 328 (126464/2257759) completed in 0m 1.477s
loss: 1.4695 corr: 315 (126976/2257759) completed in 0m 1.386s
loss: 1.4156 corr: 341 (127488/2257759) completed in 0m 1.433s
loss: 1.2974 corr: 339 (128000/2257759) completed in 0m 1.307s
loss: 1.4328 corr: 336 (128512/2257759) completed in 0m 1.402s
loss: 1.5284 corr: 312 (129024/2257759) completed in 0m 1.337s
loss: 1.4039 corr: 316 (129536/2257759) completed in 0m 1.504s
loss: 1.6190 corr: 311 (130048/2257759) completed in 0m 1.398s
loss: 1.2174 corr: 368 (130560/2257759) completed in 0m 1.421s
loss: 1.4956 corr: 334 (131072/2257759) completed in 0m 1.340s
loss: 1.5290 corr: 317 (131584/2257759) completed in 0m 1.374s
loss: 1.4606 corr: 326 (132096/2257759) completed in 0m 1.263s
loss: 1.3110 corr: 346 (132608/2257759) completed in 0m 1.370s
loss: 1.4589 corr: 341 (133120/2257759) completed in 0m 1.427s
loss: 1.6278 corr: 309 (133632/2257759) completed in 0m 1.397s
loss: 1.4950 corr: 329 (134144/2257759) completed in 0m 1.291s
loss: 1.4622 corr: 323 (134656/2257759) completed in 0m 1.586s
loss: 1.4401 corr: 323 (135168/2257759) completed in 0m 1.413s
loss: 1.4415 corr: 333 (135680/2257759) completed in 0m 1.343s
loss: 1.5790 corr: 297 (136192/2257759) completed in 0m 1.381s
loss: 1.4842 corr: 337 (136704/2257759) completed in 0m 1.375s
loss: 1.4699 corr: 335 (137216/2257759) completed in 0m 1.426s
loss: 1.5356 corr: 315 (137728/2257759) completed in 0m 1.408s
loss: 1.5021 corr: 334 (138240/2257759) completed in 0m 1.352s
loss: 1.5250 corr: 320 (138752/2257759) completed in 0m 1.431s
loss: 1.3101 corr: 341 (139264/2257759) completed in 0m 1.377s
loss: 1.4982 corr: 326 (139776/2257759) completed in 0m 1.460s
loss: 1.2387 corr: 355 (140288/2257759) completed in 0m 1.485s
loss: 1.3775 corr: 336 (140800/2257759) completed in 0m 1.371s
loss: 1.4292 corr: 319 (141312/2257759) completed in 0m 1.477s
loss: 1.3872 corr: 316 (141824/2257759) completed in 0m 1.404s
loss: 1.5258 corr: 309 (142336/2257759) completed in 0m 1.444s
loss: 1.3765 corr: 327 (142848/2257759) completed in 0m 1.572s
loss: 1.3903 corr: 337 (143360/2257759) completed in 0m 1.363s
loss: 1.3574 corr: 326 (143872/2257759) completed in 0m 1.334s
loss: 1.5648 corr: 315 (144384/2257759) completed in 0m 1.290s
loss: 1.3551 corr: 328 (144896/2257759) completed in 0m 1.191s
loss: 1.4772 corr: 327 (145408/2257759) completed in 0m 1.352s
loss: 1.4087 corr: 322 (145920/2257759) completed in 0m 1.377s
loss: 1.4400 corr: 327 (146432/2257759) completed in 0m 1.447s
loss: 1.4744 corr: 338 (146944/2257759) completed in 0m 1.463s
loss: 1.3947 corr: 325 (147456/2257759) completed in 0m 1.395s
loss: 1.4951 corr: 329 (147968/2257759) completed in 0m 1.409s
loss: 1.5352 corr: 312 (148480/2257759) completed in 0m 1.449s
loss: 1.4044 corr: 328 (148992/2257759) completed in 0m 1.459s
loss: 1.5248 corr: 326 (149504/2257759) completed in 0m 1.306s
loss: 1.3078 corr: 344 (150016/2257759) completed in 0m 1.720s
loss: 1.3652 corr: 337 (150528/2257759) completed in 0m 1.335s
loss: 1.3633 corr: 351 (151040/2257759) completed in 0m 1.433s
loss: 1.2599 corr: 362 (151552/2257759) completed in 0m 1.428s
loss: 1.4144 corr: 325 (152064/2257759) completed in 0m 1.454s
loss: 1.3570 corr: 337 (152576/2257759) completed in 0m 1.399s
loss: 1.3855 corr: 335 (153088/2257759) completed in 0m 1.458s
loss: 1.4369 corr: 330 (153600/2257759) completed in 0m 1.336s
loss: 1.4448 corr: 336 (154112/2257759) completed in 0m 1.433s
loss: 1.4422 corr: 336 (154624/2257759) completed in 0m 1.368s
loss: 1.4161 corr: 332 (155136/2257759) completed in 0m 1.315s
loss: 1.4169 corr: 337 (155648/2257759) completed in 0m 1.416s
loss: 1.4902 corr: 326 (156160/2257759) completed in 0m 1.431s
loss: 1.3091 corr: 345 (156672/2257759) completed in 0m 1.506s
loss: 1.4779 corr: 337 (157184/2257759) completed in 0m 1.397s
loss: 1.2715 corr: 357 (157696/2257759) completed in 0m 1.394s
loss: 1.5092 corr: 314 (158208/2257759) completed in 0m 1.338s
loss: 1.5050 corr: 324 (158720/2257759) completed in 0m 1.389s
loss: 1.5004 corr: 320 (159232/2257759) completed in 0m 1.367s
loss: 1.4478 corr: 322 (159744/2257759) completed in 0m 1.487s
loss: 1.4561 corr: 329 (160256/2257759) completed in 0m 1.360s
loss: 1.4721 corr: 333 (160768/2257759) completed in 0m 1.381s
loss: 1.3224 corr: 327 (161280/2257759) completed in 0m 1.417s
loss: 1.5013 corr: 319 (161792/2257759) completed in 0m 1.591s
loss: 1.3661 corr: 350 (162304/2257759) completed in 0m 1.336s
loss: 1.4640 corr: 325 (162816/2257759) completed in 0m 1.412s
loss: 1.6116 corr: 327 (163328/2257759) completed in 0m 1.433s
loss: 1.6294 corr: 307 (163840/2257759) completed in 0m 1.394s
loss: 1.3941 corr: 341 (164352/2257759) completed in 0m 1.330s
loss: 1.4989 corr: 322 (164864/2257759) completed in 0m 1.505s
loss: 1.4623 corr: 330 (165376/2257759) completed in 0m 1.346s
loss: 1.4953 corr: 330 (165888/2257759) completed in 0m 1.323s
loss: 1.3306 corr: 341 (166400/2257759) completed in 0m 1.357s
loss: 1.3345 corr: 345 (166912/2257759) completed in 0m 1.408s
loss: 1.5026 corr: 334 (167424/2257759) completed in 0m 1.354s
loss: 1.5042 corr: 322 (167936/2257759) completed in 0m 1.394s
loss: 1.5656 corr: 311 (168448/2257759) completed in 0m 1.400s
loss: 1.3806 corr: 348 (168960/2257759) completed in 0m 1.403s
loss: 1.5177 corr: 331 (169472/2257759) completed in 0m 1.368s
loss: 1.4501 corr: 335 (169984/2257759) completed in 0m 1.536s
loss: 1.4974 corr: 325 (170496/2257759) completed in 0m 1.383s
loss: 1.3575 corr: 345 (171008/2257759) completed in 0m 1.433s
loss: 1.4512 corr: 330 (171520/2257759) completed in 0m 1.799s
loss: 1.5430 corr: 322 (172032/2257759) completed in 0m 1.350s
loss: 1.4643 corr: 334 (172544/2257759) completed in 0m 1.513s
loss: 1.4012 corr: 335 (173056/2257759) completed in 0m 1.441s
loss: 1.4813 corr: 330 (173568/2257759) completed in 0m 1.392s
loss: 1.3523 corr: 348 (174080/2257759) completed in 0m 1.391s
loss: 1.4170 corr: 337 (174592/2257759) completed in 0m 1.447s
loss: 1.5499 corr: 310 (175104/2257759) completed in 0m 1.413s
loss: 1.4334 corr: 324 (175616/2257759) completed in 0m 1.349s
loss: 1.4518 corr: 335 (176128/2257759) completed in 0m 1.434s
loss: 1.4982 corr: 329 (176640/2257759) completed in 0m 1.334s
loss: 1.4047 corr: 346 (177152/2257759) completed in 0m 1.349s
loss: 1.4225 corr: 338 (177664/2257759) completed in 0m 1.330s
loss: 1.5494 corr: 321 (178176/2257759) completed in 0m 1.385s
loss: 1.6171 corr: 312 (178688/2257759) completed in 0m 1.370s
loss: 1.3410 corr: 350 (179200/2257759) completed in 0m 1.462s
loss: 1.5231 corr: 327 (179712/2257759) completed in 0m 1.422s
loss: 1.4517 corr: 338 (180224/2257759) completed in 0m 1.290s
loss: 1.3175 corr: 341 (180736/2257759) completed in 0m 1.530s
loss: 1.4362 corr: 333 (181248/2257759) completed in 0m 1.394s
loss: 1.4969 corr: 325 (181760/2257759) completed in 0m 1.296s
loss: 1.4676 corr: 314 (182272/2257759) completed in 0m 1.420s
loss: 1.5889 corr: 313 (182784/2257759) completed in 0m 1.339s
loss: 1.5263 corr: 333 (183296/2257759) completed in 0m 1.361s
loss: 1.5921 corr: 319 (183808/2257759) completed in 0m 1.315s
loss: 1.5380 corr: 307 (184320/2257759) completed in 0m 1.280s
loss: 1.5066 corr: 320 (184832/2257759) completed in 0m 1.373s
loss: 1.5178 corr: 327 (185344/2257759) completed in 0m 1.409s
loss: 1.4563 corr: 322 (185856/2257759) completed in 0m 1.369s
loss: 1.6540 corr: 313 (186368/2257759) completed in 0m 1.477s
loss: 1.4429 corr: 336 (186880/2257759) completed in 0m 1.391s
loss: 1.5407 corr: 324 (187392/2257759) completed in 0m 1.414s
loss: 1.5233 corr: 302 (187904/2257759) completed in 0m 1.348s
loss: 1.5388 corr: 319 (188416/2257759) completed in 0m 1.377s
loss: 1.3567 corr: 340 (188928/2257759) completed in 0m 1.382s
loss: 1.5820 corr: 319 (189440/2257759) completed in 0m 1.348s
loss: 1.4209 corr: 345 (189952/2257759) completed in 0m 1.414s
loss: 1.5415 corr: 325 (190464/2257759) completed in 0m 1.299s
loss: 1.3655 corr: 340 (190976/2257759) completed in 0m 1.346s
loss: 1.4909 corr: 330 (191488/2257759) completed in 0m 1.591s
loss: 1.3947 corr: 336 (192000/2257759) completed in 0m 1.384s
loss: 1.4084 corr: 327 (192512/2257759) completed in 0m 1.481s
loss: 1.5053 corr: 333 (193024/2257759) completed in 0m 1.368s
loss: 1.4479 corr: 331 (193536/2257759) completed in 0m 1.356s
loss: 1.6190 corr: 308 (194048/2257759) completed in 0m 1.603s
loss: 1.5863 corr: 323 (194560/2257759) completed in 0m 1.450s
loss: 1.4972 corr: 319 (195072/2257759) completed in 0m 1.366s
loss: 1.5056 corr: 327 (195584/2257759) completed in 0m 1.360s
loss: 1.5332 corr: 334 (196096/2257759) completed in 0m 1.347s
loss: 1.7275 corr: 315 (196608/2257759) completed in 0m 1.396s
loss: 1.5065 corr: 310 (197120/2257759) completed in 0m 1.413s
loss: 1.4350 corr: 336 (197632/2257759) completed in 0m 1.459s
loss: 1.4879 corr: 319 (198144/2257759) completed in 0m 1.345s
loss: 1.4923 corr: 333 (198656/2257759) completed in 0m 1.436s
loss: 1.4761 corr: 324 (199168/2257759) completed in 0m 1.418s
loss: 1.4779 corr: 334 (199680/2257759) completed in 0m 1.375s
loss: 1.4095 corr: 330 (200192/2257759) completed in 0m 1.396s
loss: 1.3797 corr: 321 (200704/2257759) completed in 0m 1.357s
loss: 1.4222 corr: 334 (201216/2257759) completed in 0m 1.413s
loss: 1.4042 corr: 330 (201728/2257759) completed in 0m 1.374s
loss: 1.5696 corr: 312 (202240/2257759) completed in 0m 1.445s
loss: 1.4524 corr: 339 (202752/2257759) completed in 0m 1.445s
loss: 1.5442 corr: 322 (203264/2257759) completed in 0m 1.235s
