loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 3.5021 corr: 136 (384/2257759) completed in 0m 3.250s
loss: 3.5166 corr: 131 (768/2257759) completed in 0m 2.016s
loss: 3.4428 corr: 145 (1152/2257759) completed in 0m 1.607s
loss: 3.1537 corr: 132 (1536/2257759) completed in 0m 1.761s
loss: 3.2618 corr: 137 (1920/2257759) completed in 0m 1.726s
loss: 3.1226 corr: 140 (2304/2257759) completed in 0m 1.572s
loss: 3.2694 corr: 129 (2688/2257759) completed in 0m 1.671s
loss: 2.9226 corr: 149 (3072/2257759) completed in 0m 1.756s
loss: 3.2605 corr: 136 (3456/2257759) completed in 0m 1.594s
loss: 3.1635 corr: 121 (3840/2257759) completed in 0m 1.640s
loss: 3.2897 corr: 139 (4224/2257759) completed in 0m 1.660s
loss: 3.2834 corr: 121 (4608/2257759) completed in 0m 1.795s
loss: 3.3565 corr: 125 (4992/2257759) completed in 0m 1.681s
loss: 3.4885 corr: 125 (5376/2257759) completed in 0m 1.653s
loss: 3.3061 corr: 145 (5760/2257759) completed in 0m 1.591s
loss: 3.4114 corr: 122 (6144/2257759) completed in 0m 1.663s
loss: 3.3023 corr: 136 (6528/2257759) completed in 0m 1.748s
loss: 3.2165 corr: 136 (6912/2257759) completed in 0m 1.722s
loss: 3.3035 corr: 129 (7296/2257759) completed in 0m 1.678s
loss: 3.4613 corr: 112 (7680/2257759) completed in 0m 1.958s
loss: 3.5448 corr: 113 (8064/2257759) completed in 0m 1.667s
loss: 3.3360 corr: 139 (8448/2257759) completed in 0m 1.689s
loss: 3.3523 corr: 129 (8832/2257759) completed in 0m 1.570s
loss: 3.4884 corr: 126 (9216/2257759) completed in 0m 1.682s
loss: 3.6535 corr: 121 (9600/2257759) completed in 0m 1.669s
loss: 3.4132 corr: 139 (9984/2257759) completed in 0m 1.725s
loss: 3.7748 corr: 116 (10368/2257759) completed in 0m 1.556s
loss: 3.6374 corr: 133 (10752/2257759) completed in 0m 1.758s
loss: 3.4834 corr: 118 (11136/2257759) completed in 0m 1.773s
loss: 3.5745 corr: 126 (11520/2257759) completed in 0m 1.601s
loss: 3.7102 corr: 127 (11904/2257759) completed in 0m 1.663s
loss: 3.5977 corr: 121 (12288/2257759) completed in 0m 1.695s
loss: 3.6489 corr: 135 (12672/2257759) completed in 0m 1.655s
loss: 3.6881 corr: 132 (13056/2257759) completed in 0m 1.683s
loss: 3.7637 corr: 112 (13440/2257759) completed in 0m 1.716s
loss: 3.4138 corr: 138 (13824/2257759) completed in 0m 1.832s
loss: 3.6716 corr: 125 (14208/2257759) completed in 0m 1.657s
loss: 3.6291 corr: 129 (14592/2257759) completed in 0m 1.682s
loss: 3.6388 corr: 129 (14976/2257759) completed in 0m 1.710s
loss: 3.4162 corr: 140 (15360/2257759) completed in 0m 1.715s
loss: 3.5963 corr: 139 (15744/2257759) completed in 0m 1.727s
loss: 3.3523 corr: 136 (16128/2257759) completed in 0m 1.768s
loss: 3.5808 corr: 123 (16512/2257759) completed in 0m 1.605s
loss: 3.9751 corr: 112 (16896/2257759) completed in 0m 1.887s
loss: 3.6046 corr: 142 (17280/2257759) completed in 0m 1.578s
loss: 3.7334 corr: 121 (17664/2257759) completed in 0m 1.661s
loss: 3.6345 corr: 131 (18048/2257759) completed in 0m 1.560s
loss: 3.4288 corr: 137 (18432/2257759) completed in 0m 1.650s
loss: 4.0983 corr: 113 (18816/2257759) completed in 0m 1.656s
loss: 4.0066 corr: 113 (19200/2257759) completed in 0m 1.673s
loss: 3.9051 corr: 115 (19584/2257759) completed in 0m 1.668s
loss: 3.7055 corr: 121 (19968/2257759) completed in 0m 2.096s
loss: 3.8938 corr: 125 (20352/2257759) completed in 0m 1.641s
loss: 3.8319 corr: 116 (20736/2257759) completed in 0m 1.634s
loss: 3.6094 corr: 141 (21120/2257759) completed in 0m 1.637s
loss: 3.6323 corr: 115 (21504/2257759) completed in 0m 1.663s
loss: 3.7025 corr: 127 (21888/2257759) completed in 0m 1.644s
loss: 3.8388 corr: 131 (22272/2257759) completed in 0m 1.742s
loss: 3.6879 corr: 124 (22656/2257759) completed in 0m 1.591s
loss: 4.0165 corr: 107 (23040/2257759) completed in 0m 2.170s
loss: 3.7948 corr: 131 (23424/2257759) completed in 0m 1.639s
loss: 4.0362 corr: 120 (23808/2257759) completed in 0m 1.683s
loss: 3.4206 corr: 141 (24192/2257759) completed in 0m 1.660s
loss: 3.7623 corr: 120 (24576/2257759) completed in 0m 1.572s
loss: 3.7966 corr: 125 (24960/2257759) completed in 0m 1.739s
loss: 3.5399 corr: 128 (25344/2257759) completed in 0m 1.669s
loss: 3.7884 corr: 112 (25728/2257759) completed in 0m 1.681s
loss: 4.0117 corr: 111 (26112/2257759) completed in 0m 1.665s
loss: 3.4379 corr: 138 (26496/2257759) completed in 0m 1.678s
loss: 3.5133 corr: 137 (26880/2257759) completed in 0m 1.602s
loss: 3.6465 corr: 125 (27264/2257759) completed in 0m 1.618s
loss: 3.4001 corr: 141 (27648/2257759) completed in 0m 1.663s
loss: 3.8617 corr: 131 (28032/2257759) completed in 0m 1.725s
loss: 3.6058 corr: 137 (28416/2257759) completed in 0m 1.705s
loss: 3.3345 corr: 142 (28800/2257759) completed in 0m 1.742s
loss: 3.6705 corr: 131 (29184/2257759) completed in 0m 1.675s
loss: 3.9057 corr: 110 (29568/2257759) completed in 0m 1.744s
loss: 3.7583 corr: 128 (29952/2257759) completed in 0m 1.646s
loss: 3.6288 corr: 123 (30336/2257759) completed in 0m 1.759s
loss: 3.6419 corr: 119 (30720/2257759) completed in 0m 1.653s
loss: 3.7634 corr: 124 (31104/2257759) completed in 0m 1.623s
loss: 3.5598 corr: 127 (31488/2257759) completed in 0m 1.753s
loss: 4.0098 corr: 118 (31872/2257759) completed in 0m 1.596s
loss: 3.7100 corr: 123 (32256/2257759) completed in 0m 1.660s
loss: 3.5348 corr: 130 (32640/2257759) completed in 0m 1.634s
loss: 3.7838 corr: 147 (33024/2257759) completed in 0m 1.637s
loss: 4.0103 corr: 109 (33408/2257759) completed in 0m 1.615s
loss: 3.7036 corr: 133 (33792/2257759) completed in 0m 1.560s
loss: 3.6244 corr: 135 (34176/2257759) completed in 0m 1.634s
loss: 3.6601 corr: 140 (34560/2257759) completed in 0m 1.661s
loss: 3.7850 corr: 119 (34944/2257759) completed in 0m 1.788s
loss: 3.8418 corr: 122 (35328/2257759) completed in 0m 1.652s
loss: 3.6702 corr: 128 (35712/2257759) completed in 0m 1.705s
loss: 3.5786 corr: 119 (36096/2257759) completed in 0m 1.555s
loss: 4.0210 corr: 111 (36480/2257759) completed in 0m 1.603s
loss: 4.0646 corr: 113 (36864/2257759) completed in 0m 1.662s
loss: 3.8202 corr: 125 (37248/2257759) completed in 0m 1.698s
loss: 3.8528 corr: 124 (37632/2257759) completed in 0m 1.928s
loss: 4.3134 corr: 113 (38016/2257759) completed in 0m 1.698s
loss: 3.9835 corr: 123 (38400/2257759) completed in 0m 1.701s
loss: 3.6773 corr: 109 (38784/2257759) completed in 0m 1.713s
loss: 3.9801 corr: 118 (39168/2257759) completed in 0m 1.582s
loss: 3.8337 corr: 118 (39552/2257759) completed in 0m 1.653s
loss: 3.9183 corr: 138 (39936/2257759) completed in 0m 1.663s
loss: 3.6010 corr: 138 (40320/2257759) completed in 0m 1.861s
loss: 4.1365 corr: 106 (40704/2257759) completed in 0m 1.643s
loss: 3.6394 corr: 132 (41088/2257759) completed in 0m 1.663s
loss: 3.6172 corr: 123 (41472/2257759) completed in 0m 1.868s
loss: 3.8136 corr: 130 (41856/2257759) completed in 0m 1.654s
loss: 3.4371 corr: 156 (42240/2257759) completed in 0m 1.627s
loss: 3.8430 corr: 121 (42624/2257759) completed in 0m 1.655s
loss: 3.7742 corr: 132 (43008/2257759) completed in 0m 1.574s
loss: 3.8377 corr: 134 (43392/2257759) completed in 0m 1.681s
loss: 3.9254 corr: 128 (43776/2257759) completed in 0m 1.660s
loss: 3.5259 corr: 133 (44160/2257759) completed in 0m 1.886s
loss: 3.9824 corr: 108 (44544/2257759) completed in 0m 1.654s
loss: 4.0802 corr: 127 (44928/2257759) completed in 0m 1.672s
loss: 3.9630 corr: 110 (45312/2257759) completed in 0m 1.681s
loss: 3.8305 corr: 131 (45696/2257759) completed in 0m 1.759s
loss: 3.9215 corr: 115 (46080/2257759) completed in 0m 1.676s
loss: 3.8534 corr: 123 (46464/2257759) completed in 0m 1.750s
loss: 3.9842 corr: 129 (46848/2257759) completed in 0m 1.705s
loss: 3.7554 corr: 139 (47232/2257759) completed in 0m 1.841s
loss: 3.9444 corr: 133 (47616/2257759) completed in 0m 1.713s
loss: 3.7816 corr: 139 (48000/2257759) completed in 0m 1.704s
loss: 3.9510 corr: 121 (48384/2257759) completed in 0m 1.659s
loss: 4.1211 corr: 120 (48768/2257759) completed in 0m 1.663s
loss: 3.8838 corr: 125 (49152/2257759) completed in 0m 1.679s
loss: 4.0069 corr: 131 (49536/2257759) completed in 0m 1.701s
loss: 3.6378 corr: 152 (49920/2257759) completed in 0m 1.636s
loss: 3.7765 corr: 134 (50304/2257759) completed in 0m 1.659s
loss: 3.8565 corr: 116 (50688/2257759) completed in 0m 1.716s
loss: 3.7378 corr: 115 (51072/2257759) completed in 0m 1.715s
loss: 3.6285 corr: 117 (51456/2257759) completed in 0m 1.672s
loss: 4.0340 corr: 119 (51840/2257759) completed in 0m 1.675s
loss: 4.0727 corr: 123 (52224/2257759) completed in 0m 1.642s
loss: 3.8405 corr: 127 (52608/2257759) completed in 0m 1.709s
loss: 3.6666 corr: 137 (52992/2257759) completed in 0m 1.717s
loss: 3.8549 corr: 115 (53376/2257759) completed in 0m 1.643s
loss: 3.9557 corr: 123 (53760/2257759) completed in 0m 1.569s
loss: 3.8215 corr: 123 (54144/2257759) completed in 0m 1.713s
loss: 3.7858 corr: 122 (54528/2257759) completed in 0m 1.787s
loss: 3.9115 corr: 116 (54912/2257759) completed in 0m 1.666s
loss: 3.9758 corr: 127 (55296/2257759) completed in 0m 1.708s
loss: 4.1251 corr: 135 (55680/2257759) completed in 0m 1.668s
loss: 3.7211 corr: 125 (56064/2257759) completed in 0m 1.670s
loss: 3.9220 corr: 125 (56448/2257759) completed in 0m 1.701s
loss: 3.9990 corr: 129 (56832/2257759) completed in 0m 1.653s
loss: 4.0899 corr: 124 (57216/2257759) completed in 0m 1.744s
loss: 4.0936 corr: 123 (57600/2257759) completed in 0m 1.840s
loss: 4.0056 corr: 111 (57984/2257759) completed in 0m 1.611s
loss: 3.6234 corr: 142 (58368/2257759) completed in 0m 1.660s
loss: 3.9175 corr: 127 (58752/2257759) completed in 0m 1.632s
loss: 4.0321 corr: 125 (59136/2257759) completed in 0m 1.662s
loss: 3.7006 corr: 139 (59520/2257759) completed in 0m 1.641s
loss: 4.0015 corr: 116 (59904/2257759) completed in 0m 1.903s
loss: 3.8810 corr: 133 (60288/2257759) completed in 0m 1.661s
loss: 4.1478 corr: 119 (60672/2257759) completed in 0m 1.726s
loss: 3.7394 corr: 139 (61056/2257759) completed in 0m 1.757s
loss: 3.7387 corr: 127 (61440/2257759) completed in 0m 1.679s
loss: 3.9703 corr: 136 (61824/2257759) completed in 0m 1.662s
loss: 3.7165 corr: 135 (62208/2257759) completed in 0m 1.758s
loss: 4.1503 corr: 129 (62592/2257759) completed in 0m 1.682s
loss: 3.9673 corr: 131 (62976/2257759) completed in 0m 1.937s
loss: 3.8356 corr: 138 (63360/2257759) completed in 0m 1.806s
loss: 3.8184 corr: 127 (63744/2257759) completed in 0m 1.630s
loss: 3.9591 corr: 130 (64128/2257759) completed in 0m 1.805s
loss: 4.1219 corr: 129 (64512/2257759) completed in 0m 1.662s
loss: 3.7586 corr: 140 (64896/2257759) completed in 0m 1.659s
