loss: XXXXXXX corr: Y (ZZZZZZZZZZZ) completed in 0m 0s
Epoch 0/0
----------
loss: 3.9132 corr: 36 (128/2257759) completed in 0m 2.885s
loss: 3.2301 corr: 52 (256/2257759) completed in 0m 0.806s
loss: 3.1068 corr: 56 (384/2257759) completed in 0m 0.826s
loss: 3.3327 corr: 55 (512/2257759) completed in 0m 0.782s
loss: 2.9696 corr: 58 (640/2257759) completed in 0m 0.855s
loss: 2.7767 corr: 58 (768/2257759) completed in 0m 0.833s
loss: 3.4030 corr: 49 (896/2257759) completed in 0m 0.840s
loss: 3.0491 corr: 59 (1024/2257759) completed in 0m 0.904s
loss: 2.5525 corr: 59 (1152/2257759) completed in 0m 0.815s
loss: 3.3045 corr: 60 (1280/2257759) completed in 0m 0.837s
loss: 3.0992 corr: 58 (1408/2257759) completed in 0m 0.809s
loss: 3.4018 corr: 47 (1536/2257759) completed in 0m 0.843s
loss: 3.7365 corr: 60 (1664/2257759) completed in 0m 0.827s
loss: 3.6802 corr: 50 (1792/2257759) completed in 0m 0.820s
loss: 3.7904 corr: 53 (1920/2257759) completed in 0m 0.835s
loss: 3.1882 corr: 58 (2048/2257759) completed in 0m 0.853s
loss: 3.2006 corr: 52 (2176/2257759) completed in 0m 0.803s
loss: 3.4162 corr: 51 (2304/2257759) completed in 0m 0.838s
loss: 3.4472 corr: 50 (2432/2257759) completed in 0m 0.784s
loss: 3.5465 corr: 52 (2560/2257759) completed in 0m 0.859s
loss: 3.5514 corr: 41 (2688/2257759) completed in 0m 0.838s
loss: 3.3383 corr: 51 (2816/2257759) completed in 0m 0.833s
loss: 3.2529 corr: 53 (2944/2257759) completed in 0m 0.825s
loss: 3.3891 corr: 46 (3072/2257759) completed in 0m 0.842s
loss: 2.9641 corr: 51 (3200/2257759) completed in 0m 0.828s
loss: 3.7695 corr: 47 (3328/2257759) completed in 0m 0.790s
loss: 3.4685 corr: 48 (3456/2257759) completed in 0m 0.823s
loss: 3.4901 corr: 52 (3584/2257759) completed in 0m 0.815s
loss: 2.8892 corr: 58 (3712/2257759) completed in 0m 0.981s
loss: 4.0441 corr: 37 (3840/2257759) completed in 0m 0.855s
loss: 3.8745 corr: 40 (3968/2257759) completed in 0m 0.928s
loss: 3.4217 corr: 54 (4096/2257759) completed in 0m 0.879s
loss: 3.2269 corr: 55 (4224/2257759) completed in 0m 0.812s
loss: 4.2498 corr: 37 (4352/2257759) completed in 0m 0.818s
loss: 3.9263 corr: 44 (4480/2257759) completed in 0m 0.832s
loss: 3.3555 corr: 47 (4608/2257759) completed in 0m 0.777s
loss: 3.3795 corr: 50 (4736/2257759) completed in 0m 0.802s
loss: 3.9572 corr: 49 (4864/2257759) completed in 0m 0.890s
loss: 3.9787 corr: 46 (4992/2257759) completed in 0m 0.821s
loss: 3.6292 corr: 47 (5120/2257759) completed in 0m 0.816s
loss: 3.5629 corr: 48 (5248/2257759) completed in 0m 0.785s
loss: 3.5142 corr: 44 (5376/2257759) completed in 0m 0.832s
loss: 3.6548 corr: 47 (5504/2257759) completed in 0m 0.797s
loss: 3.8424 corr: 40 (5632/2257759) completed in 0m 0.840s
loss: 3.6074 corr: 50 (5760/2257759) completed in 0m 0.801s
loss: 4.5115 corr: 41 (5888/2257759) completed in 0m 0.875s
loss: 3.4190 corr: 53 (6016/2257759) completed in 0m 0.803s
loss: 3.1719 corr: 61 (6144/2257759) completed in 0m 0.828s
loss: 2.8877 corr: 48 (6272/2257759) completed in 0m 0.848s
loss: 3.3492 corr: 46 (6400/2257759) completed in 0m 0.833s
loss: 3.7519 corr: 46 (6528/2257759) completed in 0m 0.829s
loss: 4.4401 corr: 31 (6656/2257759) completed in 0m 0.866s
loss: 3.0679 corr: 45 (6784/2257759) completed in 0m 0.846s
loss: 3.5603 corr: 42 (6912/2257759) completed in 0m 0.854s
loss: 3.6872 corr: 42 (7040/2257759) completed in 0m 0.825s
loss: 4.2199 corr: 32 (7168/2257759) completed in 0m 0.812s
loss: 3.7825 corr: 38 (7296/2257759) completed in 0m 0.844s
loss: 3.6025 corr: 49 (7424/2257759) completed in 0m 0.856s
loss: 3.9591 corr: 41 (7552/2257759) completed in 0m 0.847s
loss: 4.6105 corr: 35 (7680/2257759) completed in 0m 0.841s
loss: 3.4347 corr: 53 (7808/2257759) completed in 0m 0.858s
loss: 3.5438 corr: 47 (7936/2257759) completed in 0m 0.859s
loss: 3.6692 corr: 41 (8064/2257759) completed in 0m 0.799s
loss: 3.5385 corr: 59 (8192/2257759) completed in 0m 0.835s
loss: 3.6102 corr: 53 (8320/2257759) completed in 0m 0.838s
loss: 3.8368 corr: 39 (8448/2257759) completed in 0m 0.811s
loss: 3.5294 corr: 53 (8576/2257759) completed in 0m 0.812s
loss: 3.7794 corr: 36 (8704/2257759) completed in 0m 0.799s
loss: 3.6517 corr: 38 (8832/2257759) completed in 0m 0.855s
loss: 4.0644 corr: 31 (8960/2257759) completed in 0m 0.831s
loss: 3.6752 corr: 48 (9088/2257759) completed in 0m 0.832s
loss: 3.7012 corr: 49 (9216/2257759) completed in 0m 0.791s
loss: 3.8263 corr: 45 (9344/2257759) completed in 0m 0.823s
loss: 3.3205 corr: 43 (9472/2257759) completed in 0m 0.830s
loss: 3.3475 corr: 43 (9600/2257759) completed in 0m 0.867s
loss: 3.6717 corr: 48 (9728/2257759) completed in 0m 0.867s
loss: 3.6697 corr: 43 (9856/2257759) completed in 0m 0.810s
loss: 3.3117 corr: 52 (9984/2257759) completed in 0m 0.779s
loss: 4.3276 corr: 38 (10112/2257759) completed in 0m 0.821s
loss: 3.4628 corr: 43 (10240/2257759) completed in 0m 0.811s
loss: 3.4819 corr: 48 (10368/2257759) completed in 0m 0.828s
loss: 3.4156 corr: 45 (10496/2257759) completed in 0m 0.845s
loss: 3.4547 corr: 41 (10624/2257759) completed in 0m 0.830s
loss: 3.2961 corr: 49 (10752/2257759) completed in 0m 0.960s
loss: 3.5514 corr: 39 (10880/2257759) completed in 0m 0.833s
loss: 3.5707 corr: 43 (11008/2257759) completed in 0m 0.837s
loss: 4.3102 corr: 36 (11136/2257759) completed in 0m 0.833s
loss: 3.7823 corr: 40 (11264/2257759) completed in 0m 0.850s
loss: 3.8497 corr: 38 (11392/2257759) completed in 0m 0.813s
loss: 3.7557 corr: 49 (11520/2257759) completed in 0m 0.779s
loss: 3.5595 corr: 44 (11648/2257759) completed in 0m 0.799s
loss: 4.0130 corr: 45 (11776/2257759) completed in 0m 0.895s
loss: 3.3134 corr: 45 (11904/2257759) completed in 0m 0.832s
loss: 3.5986 corr: 48 (12032/2257759) completed in 0m 0.835s
loss: 3.3508 corr: 40 (12160/2257759) completed in 0m 0.815s
loss: 3.2988 corr: 48 (12288/2257759) completed in 0m 0.876s
loss: 4.7139 corr: 32 (12416/2257759) completed in 0m 0.811s
loss: 3.1902 corr: 47 (12544/2257759) completed in 0m 0.813s
loss: 3.9999 corr: 45 (12672/2257759) completed in 0m 0.822s
loss: 3.4496 corr: 46 (12800/2257759) completed in 0m 0.936s
loss: 3.2802 corr: 58 (12928/2257759) completed in 0m 0.852s
loss: 3.5884 corr: 50 (13056/2257759) completed in 0m 0.847s
loss: 3.7796 corr: 51 (13184/2257759) completed in 0m 0.826s
loss: 3.7362 corr: 40 (13312/2257759) completed in 0m 0.824s
loss: 3.2774 corr: 51 (13440/2257759) completed in 0m 0.806s
loss: 4.2541 corr: 44 (13568/2257759) completed in 0m 0.883s
loss: 3.5210 corr: 50 (13696/2257759) completed in 0m 0.817s
loss: 3.7186 corr: 46 (13824/2257759) completed in 0m 0.868s
loss: 3.3691 corr: 48 (13952/2257759) completed in 0m 0.833s
loss: 3.6044 corr: 42 (14080/2257759) completed in 0m 0.856s
loss: 3.9108 corr: 47 (14208/2257759) completed in 0m 0.808s
loss: 3.6287 corr: 40 (14336/2257759) completed in 0m 0.805s
loss: 3.4705 corr: 39 (14464/2257759) completed in 0m 0.844s
loss: 3.9976 corr: 45 (14592/2257759) completed in 0m 0.803s
loss: 3.6431 corr: 47 (14720/2257759) completed in 0m 0.837s
loss: 4.0467 corr: 48 (14848/2257759) completed in 0m 0.895s
loss: 3.6890 corr: 51 (14976/2257759) completed in 0m 0.809s
loss: 3.3025 corr: 54 (15104/2257759) completed in 0m 0.818s
loss: 4.0112 corr: 35 (15232/2257759) completed in 0m 0.826s
loss: 3.6369 corr: 38 (15360/2257759) completed in 0m 0.811s
loss: 3.6005 corr: 38 (15488/2257759) completed in 0m 0.809s
loss: 3.8745 corr: 46 (15616/2257759) completed in 0m 0.832s
loss: 4.0398 corr: 45 (15744/2257759) completed in 0m 0.853s
loss: 3.5170 corr: 53 (15872/2257759) completed in 0m 0.853s
loss: 3.5618 corr: 46 (16000/2257759) completed in 0m 0.828s
loss: 3.5623 corr: 45 (16128/2257759) completed in 0m 0.830s
loss: 3.8194 corr: 49 (16256/2257759) completed in 0m 0.828s
loss: 3.9594 corr: 51 (16384/2257759) completed in 0m 0.795s
loss: 3.5711 corr: 46 (16512/2257759) completed in 0m 0.833s
loss: 3.6765 corr: 46 (16640/2257759) completed in 0m 0.870s
loss: 3.7182 corr: 44 (16768/2257759) completed in 0m 0.848s
loss: 3.5315 corr: 39 (16896/2257759) completed in 0m 0.830s
loss: 3.4869 corr: 51 (17024/2257759) completed in 0m 0.800s
loss: 3.9338 corr: 40 (17152/2257759) completed in 0m 0.843s
loss: 3.6375 corr: 47 (17280/2257759) completed in 0m 0.848s
loss: 3.6028 corr: 45 (17408/2257759) completed in 0m 0.804s
loss: 3.7473 corr: 46 (17536/2257759) completed in 0m 0.817s
loss: 3.8768 corr: 40 (17664/2257759) completed in 0m 0.831s
loss: 3.7692 corr: 48 (17792/2257759) completed in 0m 0.878s
loss: 4.2333 corr: 39 (17920/2257759) completed in 0m 0.810s
loss: 3.3426 corr: 46 (18048/2257759) completed in 0m 0.830s
loss: 4.1409 corr: 45 (18176/2257759) completed in 0m 0.837s
loss: 3.4915 corr: 52 (18304/2257759) completed in 0m 0.856s
loss: 3.4207 corr: 48 (18432/2257759) completed in 0m 0.812s
loss: 3.9119 corr: 43 (18560/2257759) completed in 0m 0.920s
loss: 3.4465 corr: 54 (18688/2257759) completed in 0m 0.846s
loss: 3.3920 corr: 46 (18816/2257759) completed in 0m 0.844s
loss: 3.6457 corr: 48 (18944/2257759) completed in 0m 0.904s
loss: 3.1803 corr: 51 (19072/2257759) completed in 0m 0.819s
loss: 3.5328 corr: 47 (19200/2257759) completed in 0m 0.821s
loss: 4.2670 corr: 49 (19328/2257759) completed in 0m 0.828s
loss: 3.6029 corr: 58 (19456/2257759) completed in 0m 0.832s
loss: 3.5491 corr: 42 (19584/2257759) completed in 0m 0.808s
loss: 3.1490 corr: 56 (19712/2257759) completed in 0m 0.833s
loss: 3.3344 corr: 55 (19840/2257759) completed in 0m 0.831s
loss: 3.7083 corr: 48 (19968/2257759) completed in 0m 0.850s
loss: 4.2790 corr: 34 (20096/2257759) completed in 0m 0.830s
loss: 3.2169 corr: 46 (20224/2257759) completed in 0m 0.840s
loss: 3.4722 corr: 47 (20352/2257759) completed in 0m 0.827s
loss: 3.8099 corr: 42 (20480/2257759) completed in 0m 0.813s
loss: 3.7330 corr: 39 (20608/2257759) completed in 0m 0.818s
loss: 3.7952 corr: 41 (20736/2257759) completed in 0m 0.820s
loss: 4.2094 corr: 39 (20864/2257759) completed in 0m 0.810s
loss: 3.8829 corr: 48 (20992/2257759) completed in 0m 0.787s
loss: 3.6906 corr: 42 (21120/2257759) completed in 0m 0.813s
loss: 3.5933 corr: 49 (21248/2257759) completed in 0m 0.833s
loss: 3.0872 corr: 53 (21376/2257759) completed in 0m 0.825s
loss: 3.6335 corr: 45 (21504/2257759) completed in 0m 0.817s
loss: 3.4595 corr: 41 (21632/2257759) completed in 0m 0.771s
