1.3315,331
1.2141,327
1.3207,327
1.2721,342
1.2135,351
1.1591,359
1.2126,345
1.2401,339
1.2558,339
1.2924,333
1.1213,341
1.1145,348
1.1463,355
1.0936,360
1.1916,335
1.0881,360
1.1615,349
1.2616,330
1.2054,353
1.1848,357
1.1641,343
1.0780,365
1.2022,349
1.1030,342
1.2157,352
1.2271,334
1.1656,345
1.0857,358
1.1954,335
1.1239,361
1.1116,355
1.2093,344
1.4213,323
1.2505,339
1.3002,342
1.1160,357
1.2983,334
1.4163,333
1.1837,343
1.2798,325
1.3597,335
1.3674,337
1.2980,340
1.2124,342
1.1860,345
1.3870,322
1.1628,345
1.2376,343
1.2510,341
1.2851,334
1.3582,342
1.3287,332
1.2112,350
1.0849,346
1.2609,328
1.2929,336
1.1974,351
1.3171,342
1.2329,336
1.2123,343
1.2819,345
1.2827,342
1.3177,323
1.2882,328
1.3696,329
1.2882,343
1.3312,331
1.1946,353
1.3468,339
1.3607,326
1.1371,357
1.3225,339
1.2712,324
1.2832,349
1.3184,341
1.2979,323
1.2697,338
1.1024,366
1.1368,350
1.3733,325
1.1779,351
1.3170,340
1.2691,333
1.2891,343
1.2655,344
1.4200,336
1.1762,353
1.2404,352
1.2624,357
1.2147,350
1.2958,331
1.3175,333
1.2622,346
1.3480,346
1.2470,336
1.2460,341
1.3461,337
1.2716,350
1.1693,359
1.2009,346
1.3504,332
1.2356,341
1.2534,338
1.2230,348
1.2384,338
1.2292,348
1.3927,325
1.3342,334
1.2338,342
1.4664,323
1.2200,347
1.1824,363
1.3238,339
1.2930,322
1.4220,333
1.1960,352
1.2575,348
1.4292,330
1.1412,365
1.2003,354
1.2588,326
1.3091,349
1.3196,325
1.3684,347
1.3548,330
1.3522,319
1.3064,341
1.2965,343
1.2729,341
1.3228,344
1.2766,341
1.4041,335
1.4000,318
1.3485,328
1.2807,336
1.4076,325
1.3955,327
1.2803,341
1.4388,315
1.3056,351
1.3334,338
1.3986,332
1.4193,338
1.2733,342
1.2058,363
1.2970,345
1.3614,340
1.2303,354
1.3751,336
1.4466,328
1.3595,339
1.4137,318
1.2892,339
1.3864,331
1.3804,331
1.3949,322
1.4006,329
1.4047,338
1.2497,360
1.3621,333
1.2086,352
1.1911,366
1.2737,356
1.1699,361
1.4067,328
1.3215,339
1.4695,328
1.3570,338
1.2179,348
1.3382,342
1.1495,364
1.3470,343
1.4356,335
1.2605,350
1.4065,345
1.3474,329
1.3650,330
1.3322,340
1.2982,351
1.3003,321
1.3812,337
1.3411,331
1.5653,304
1.3005,342
1.3510,338
1.1421,358
1.3520,330
1.2307,343
1.3731,337
1.4626,326
1.2088,351
1.4699,320
1.2689,336
1.2416,349
1.3442,333
1.2872,330
1.6351,309
1.3804,336
1.4469,342
1.4416,329
1.3497,334
1.3758,342
1.4585,316
1.4878,320
1.4061,346
1.3321,345
1.3487,330
1.4009,336
1.5371,313
1.3315,335
1.4099,333
1.3765,338
1.4852,311
1.3650,338
1.3192,343
1.4100,339
1.3860,337
1.3549,320
1.3879,339
1.3486,341
1.3430,343
1.2980,345
1.4680,330
1.4398,322
1.4707,324
1.4388,331
1.4143,327
1.3861,334
1.4606,313
1.4009,330
1.4641,330
1.4678,331
1.4667,330
1.3905,343
1.3388,345
1.4306,322
1.5026,330
1.3284,325
1.4259,334
1.2825,356
1.5297,316
1.4342,330
1.2841,353
1.4064,332
1.4562,321
1.5763,321
1.4008,328
1.4695,315
1.4156,341
1.2974,339
1.4328,336
1.5284,312
1.4039,316
1.6190,311
1.2174,368
1.4956,334
1.5290,317
1.4606,326
1.3110,346
1.4589,341
1.6278,309
1.4950,329
1.4622,323
1.4401,323
1.4415,333
1.5790,297
1.4842,337
1.4699,335
1.5356,315
1.5021,334
1.5250,320
1.3101,341
1.4982,326
1.2387,355
1.3775,336
1.4292,319
1.3872,316
1.5258,309
1.3765,327
1.3903,337
1.3574,326
1.5648,315
1.3551,328
1.4772,327
1.4087,322
1.4400,327
1.4744,338
1.3947,325
1.4951,329
1.5352,312
1.4044,328
1.5248,326
1.3078,344
1.3652,337
1.3633,351
1.2599,362
1.4144,325
1.3570,337
1.3855,335
1.4369,330
1.4448,336
1.4422,336
1.4161,332
1.4169,337
1.4902,326
1.3091,345
1.4779,337
1.2715,357
1.5092,314
1.5050,324
1.5004,320
1.4478,322
1.4561,329
1.4721,333
1.3224,327
1.5013,319
1.3661,350
1.4640,325
1.6116,327
1.6294,307
1.3941,341
1.4989,322
1.4623,330
1.4953,330
1.3306,341
1.3345,345
1.5026,334
1.5042,322
1.5656,311
1.3806,348
1.5177,331
1.4501,335
1.4974,325
1.3575,345
1.4512,330
1.5430,322
1.4643,334
1.4012,335
1.4813,330
1.3523,348
1.4170,337
1.5499,310
1.4334,324
1.4518,335
1.4982,329
1.4047,346
1.4225,338
1.5494,321
1.6171,312
1.3410,350
1.5231,327
1.4517,338
1.3175,341
1.4362,333
1.4969,325
1.4676,314
1.5889,313
1.5263,333
1.5921,319
1.5380,307
1.5066,320
1.5178,327
1.4563,322
1.6540,313
1.4429,336
1.5407,324
1.5233,302
1.5388,319
1.3567,340
1.5820,319
1.4209,345
1.5415,325
1.3655,340
1.4909,330
1.3947,336
1.4084,327
1.5053,333
1.4479,331
1.6190,308
1.5863,323
1.4972,319
1.5056,327
1.5332,334
1.7275,315
1.5065,310
1.4350,336
1.4879,319
1.4923,333
1.4761,324
1.4779,334
1.4095,330
1.3797,321
1.4222,334
1.4042,330
1.5696,312
1.4524,339
1.5442,322
1.5605,313
1.4402,331
1.5001,328
1.3275,342
1.5483,327
1.5620,330
1.3673,335
1.4831,320
1.5089,337
1.4307,330
1.6365,304
1.5555,319
1.4549,337
1.4229,328
1.4752,331
1.4045,327
1.5704,329
1.3612,349
1.3557,336
1.4847,335
1.4360,333
1.5575,342
1.5571,318
1.4337,334
1.3933,327
1.4851,328
1.5362,326
1.5436,319
1.5249,323
1.5176,340
1.4494,330
1.5261,320
1.2665,368
1.6975,314
1.6049,329
1.4196,343
1.4906,327
1.5156,320
1.4993,321
1.4641,336
1.3992,339
1.4923,316
1.5000,331
1.4885,327
1.3138,343
1.5320,321
1.5395,324
1.5295,322
1.3176,353
1.5997,330
1.3667,349
1.5952,323
1.5871,318
1.4757,321
1.5672,338
1.4260,331
1.4385,327
1.4966,328
1.3760,340
1.4503,337
1.4433,330
1.5389,330
1.6498,320
1.4971,321
1.5701,320
1.6775,325
1.3895,331
1.6097,308
1.5644,325
1.5351,318
1.4550,339
1.4897,341
1.5587,334
1.6309,336
1.5564,313
1.4007,331
1.5532,330
1.5742,313
1.6194,312
1.4789,314
1.6170,338
1.5815,328
1.5201,327
1.5531,308
1.5733,323
1.4605,340
1.5068,331
1.4448,336
1.4227,342
1.5552,311
1.5358,319
1.6331,323
1.7483,303
1.5585,318
1.4659,334
1.4257,339
1.5097,331
1.4591,340
1.7112,308
1.4228,348
1.6140,317
1.4821,320
1.3500,341
1.5954,317
1.5129,324
1.6015,322
1.5199,322
1.6236,312
1.4166,346
1.5768,321
1.5256,324
1.3578,340
1.6129,314
1.6436,334
1.5422,332
1.4586,338
1.4630,325
1.3778,333
1.4923,327
1.4273,335
1.7149,311
1.3600,332
1.5449,334
1.5059,323
1.4307,335
1.3022,359
1.5444,326
1.4303,328
1.4297,342
1.6732,309
1.5477,316
1.6364,319
1.4863,335
1.5717,336
1.5684,317
1.6202,336
1.4092,341
1.7348,310
1.4324,330
1.5804,316
1.4179,327
1.4517,339
1.3588,342
1.5893,302
1.4838,337
1.4435,359
1.5215,336
1.4538,350
1.8246,319
1.3904,332
1.7021,321
1.4034,344
1.5679,325
1.6082,319
1.5415,343
1.4838,338
1.6379,323
1.6350,322
1.5103,330
1.5673,315
1.4272,339
1.4640,349
1.5476,312
1.4605,334
1.4153,344
1.5133,317
1.5093,329
1.4571,336
1.5152,335
1.4958,332
1.6893,314
1.5033,337
1.3833,349
1.6729,328
1.3766,342
1.3699,330
1.4934,327
1.6602,314
1.5487,327
1.6406,324
1.4530,330
1.4542,342
1.7014,300
1.5367,336
1.4542,330
1.5741,338
1.5771,327
1.4367,332
1.5088,337
1.5427,321
1.5944,321
1.6033,343
1.3596,350
1.5448,337
1.6038,319
1.5965,322
1.6782,323
1.3115,343
1.3407,356
1.5405,328
1.5541,312
1.5211,343
1.4426,352
1.6072,336
1.6158,338
1.6105,339
1.4721,341
1.6842,316
1.6188,319
1.5645,321
1.5970,328
1.4461,321
1.5173,329
1.2597,359
1.3692,361
1.5841,317
1.5037,331
1.4602,333
1.6404,319
1.5223,323
1.4361,322
1.3914,340
1.5072,329
1.6278,325
1.7332,302
1.5599,327
1.4238,343
1.2998,358
1.4865,332
1.4994,324
1.6492,325
1.5910,326
1.5751,316
1.5099,327
1.5743,322
1.4776,333
1.5345,322
1.6054,316
1.5120,329
1.4125,344
1.6246,333
1.5928,341
1.4924,337
1.5404,320
1.6423,310
1.5163,341
1.4569,326
1.6049,313
1.6327,323
1.6609,329
1.5263,336
1.4884,326
1.6719,321
1.6520,332
1.5906,329
1.4278,342
1.4365,324
1.5214,329
1.4988,330
1.3881,331
1.5697,323
1.4531,324
1.3568,344
1.3908,343
1.4418,329
1.5621,330
1.4520,339
1.5220,322
1.7030,327
1.4845,323
1.6461,322
1.5469,327
1.5964,318
1.6088,314
1.5976,327
1.5890,329
1.6201,322
1.7259,311
1.6476,324
1.5574,333
1.4991,334
1.4280,338
1.5096,335
1.4447,341
1.5216,327
1.5191,340
1.6391,321
1.5190,334
1.6282,322
1.3750,342
1.7051,319
1.5459,323
1.4310,335
1.4703,332
1.3984,337
1.3414,350
1.6939,311
1.4905,348
1.5306,328
1.5752,327
1.5336,324
1.6269,327
1.5207,328
1.4191,336
1.5650,337
1.5242,330
1.4417,329
1.5754,321
1.4521,325
1.5411,326
1.3743,329
1.6890,301
1.3753,351
1.3925,335
1.5893,320
1.6780,309
1.5253,318
1.7419,316
1.6390,315
1.5324,322
1.5547,324
1.5364,328
1.3499,347
1.4196,339
1.5667,330
1.5901,323
1.5131,335
1.3457,349
1.5519,337
1.5076,338
1.5377,329
1.5882,312
1.5586,322
1.5557,326
1.4979,347
1.6538,336
1.4930,340
1.4814,346
1.4963,338
1.3813,350
1.4719,322
1.4060,337
1.6144,330
1.5083,328
1.6027,315
1.5243,317
1.6809,322
1.7660,305
1.5194,332
1.5710,344
1.5308,327
1.4502,334
1.5437,336
1.6185,316
1.5994,314
1.6185,331
1.4841,336
1.7421,304
1.5534,320
1.3563,351
1.4242,328
1.5190,324
1.5405,323
1.5564,327
1.6237,327
1.4424,336
1.3202,341
1.5759,333
1.6441,319
1.4818,330
1.5826,339
1.6579,327
1.5476,329
1.4369,332
1.6605,328
1.4236,330
1.5822,332
1.4206,335
1.5253,333
1.5456,325
1.5011,327
1.6313,304
1.4727,327
1.6253,329
1.4121,334
1.5199,327
1.4226,341
1.5991,330
1.7171,330
1.4870,334
1.6207,332
1.6342,320
1.6196,325
1.5281,326
1.5738,329
1.5143,332
1.5413,320
1.5642,335
1.4800,333
1.7077,317
1.4630,334
1.6333,316
1.6289,327
1.3738,359
1.4898,331
1.5131,339
1.4701,340
1.4567,348
1.4256,346
1.4714,340
1.3790,345
1.3503,350
1.6341,332
1.4787,343
1.6256,321
1.4422,337
1.5335,329
1.5845,329
1.4469,346
1.5062,336
1.4136,339
1.6752,313
1.6774,316
1.4030,344
1.4165,342
1.5776,318
1.6603,334
1.4345,343
1.4873,322
1.3624,347
1.4601,338
1.4081,341
1.5818,325
1.5694,323
1.5565,325
1.5828,327
1.3746,340
1.4156,343
1.4643,334
1.5832,341
1.4080,333
1.6228,318
1.5343,345
1.6975,319
1.5089,335
1.3318,353
1.4682,344
1.6218,326
1.4411,349
1.5038,319
1.5850,323
1.4450,334
1.6068,323
1.5834,317
1.6754,321
1.5157,337
1.6813,319
1.5093,332
1.3826,342
1.4993,344
1.5355,330
1.3806,341
1.4316,337
1.4454,349
1.3802,343
1.4049,337
1.4265,332
1.4983,348
1.4106,342
1.5715,332
1.5199,332
1.3491,340
1.3295,348
1.3997,336
1.4785,325
1.6505,328
1.3881,334
1.4838,337
1.5030,336
1.5574,335
1.3911,351
1.5184,331
1.4333,348
1.4695,338
1.4645,326
1.4762,343
1.5465,334
1.5949,335
1.4314,349
1.5196,324
1.5129,352
1.4872,339
1.5313,335
1.3706,351
1.5857,322
1.4874,334
1.7163,316
1.3287,343
1.5932,340
1.4608,344
1.5936,328
1.5117,335
1.5932,335
1.6269,328
1.4713,346
1.4962,329
1.4862,324
1.4618,330
1.3747,341
1.5269,320
1.4265,352
1.5564,335
1.5527,335
1.3268,348
1.5560,322
1.6294,332
1.2818,360
1.4936,334
1.4931,342
1.5074,341
1.4681,340
1.5592,315
1.5395,323
1.7301,318
1.5509,323
1.4859,324
1.5914,325
1.5085,328
1.6383,330
1.4315,344
1.3470,342
1.6786,319
1.7382,327
1.3916,345
1.3626,330
1.4832,343
1.2342,355
1.6777,308
1.7327,317
1.5125,333
1.5357,340
1.6702,310
1.4882,338
1.6619,326
1.6320,318
1.4579,334
1.4820,343
1.4956,338
1.5556,329
1.3450,357
1.4730,321
1.6079,320
1.7053,303
1.4130,349
1.5637,327
1.4585,334
1.5308,329
1.5493,330
1.6474,327
1.6626,323
1.5595,318
1.5437,327
1.6698,328
1.5676,317
1.4764,337
1.5787,315
1.4741,339
1.6654,323
1.3630,347
1.7396,317
1.4552,343
1.6923,310
1.7089,319
1.5836,328
1.6103,315
1.5860,323
1.3676,337
1.3590,351
1.4583,338
1.5530,340
1.5643,319
1.4225,344
1.4583,333
1.4662,334
1.5723,335
1.4249,346
1.4973,342
1.6660,327
1.6921,318
1.6621,310
1.5059,335
1.6210,316
1.6216,320
1.3323,353
1.6401,334
1.7257,325
1.8215,300
1.6663,323
1.5142,331
1.5961,313
1.5144,327
1.5230,323
1.3961,334
1.5070,329
1.4773,325
1.3468,354
1.6476,311
1.5013,326
1.4328,333
1.4363,333
1.6072,332
1.5350,343
1.3880,348
1.3360,348
1.4210,328
1.2108,364
1.5735,325
1.5089,318
1.4956,336
1.5789,333
1.5842,323
1.5119,335
1.4795,339
1.5898,325
1.3571,348
1.4059,343
1.5686,329
1.5311,331
1.5409,338
1.4064,333
1.5387,322
1.5426,326
1.6177,339
1.5421,337
1.4756,336
1.5697,335
1.5021,328
1.3714,343
1.4442,359
1.5521,324
1.5470,332
1.5804,333
1.5041,328
1.6065,337
1.2970,348
1.3656,343
1.5173,330
1.3595,356
1.3382,361
1.5072,331
1.3929,347
1.4165,337
1.4648,354
1.5703,339
1.5879,340
1.5441,332
1.4984,352
1.3865,348
1.4824,341
1.6247,324
1.4993,339
1.4084,345
1.4374,332
1.6331,333
1.4992,333
1.4528,323
1.5494,324
1.3870,347
1.5921,336
1.5996,334
1.4255,342
1.4904,345
1.6197,328
1.4973,342
1.4945,336
1.4302,348
1.4563,338
1.6575,323
1.4419,341
1.4663,343
1.6049,329
1.3990,327
1.4953,338
1.6483,328
1.4360,337
1.2831,361
1.3185,348
1.6568,322
1.6930,317
1.5171,325
1.5773,337
1.4579,335
1.3932,328
1.5299,334
1.5801,331
1.3448,350
1.5915,330
1.5568,350
1.6149,328
1.3058,353
1.6275,332
1.4807,339
1.5656,321
1.4598,338
1.5174,326
1.6490,327
1.5126,327
1.5902,340
1.6371,334
1.4938,337
1.5891,314
1.4273,333
1.6406,330
1.4457,322
1.4480,336
1.4742,325
1.4034,352
1.4527,335
1.5785,330
1.6551,343
1.5469,348
1.4060,337
1.4102,338
1.4908,332
1.5842,322
1.4842,335
1.4872,341
1.2812,350
1.7743,323
1.5072,338
1.3419,341
1.4363,343
1.3444,342
1.5806,320
1.6587,321
1.5836,345
1.5709,334
1.5080,350
1.2778,348
1.5182,323
1.3572,350
1.4548,344
1.4308,355
1.3778,337
1.4592,338
1.6436,314
1.2572,365
1.5424,332
1.4864,334
1.6246,330
1.4149,350
1.6452,303
1.4208,339
1.4587,337
1.5164,340
1.7041,323
1.4696,342
1.4505,339
1.5336,332
1.4892,333
1.5221,336
1.4117,340
1.4147,331
1.6019,317
1.4623,341
1.4602,343
1.4313,341
1.4231,343
1.4163,335
1.4873,353
1.6667,319
1.4314,343
1.3747,343
1.3917,344
1.5822,330
1.4348,344
1.2642,360
1.5835,343
1.4789,343
1.6026,317
1.4067,342
1.4376,347
1.3518,346
1.4532,326
1.4167,337
1.4619,342
1.4535,344
1.6128,333
1.6730,326
1.4653,341
1.4203,333
1.6076,333
1.5825,334
1.3859,335
1.4637,328
1.5206,320
1.6712,320
1.4378,347
